index,quality
0,4
1,5
2,6
3,5
4,7
5,6
6,6
7,6
8,6
9,9
10,6
11,5
12,7
13,6
14,6
15,5
16,6
17,7
18,6
19,5
20,8
21,6
22,5
23,7
24,6
25,5
26,5
27,5
28,5
29,5
30,7
31,6
32,5
33,5
34,5
35,6
36,4
37,5
38,6
39,6
40,6
41,6
42,6
43,6
44,6
45,6
46,5
47,7
48,4
49,6
50,5
51,5
52,6
53,4
54,5
55,6
56,5
57,6
58,5
59,6
60,5
61,5
62,5
63,4
64,6
65,6
66,5
67,6
68,6
69,5
70,5
71,5
72,5
73,5
74,6
75,5
76,5
77,7
78,7
79,7
80,6
81,6
82,5
83,4
84,6
85,5
86,6
87,5
88,7
89,8
90,7
91,6
92,6
93,6
94,6
95,7
96,6
97,7
98,6
99,6
100,5
101,5
102,5
103,6
104,5
105,7
106,6
107,6
108,5
109,6
110,6
111,6
112,6
113,5
114,4
115,7
116,6
117,7
118,8
119,5
120,7
121,5
122,4
123,7
124,5
125,5
126,6
127,6
128,6
129,8
130,6
131,5
132,6
133,5
134,5
135,6
136,6
137,7
138,5
139,5
140,5
141,5
142,5
143,5
144,5
145,5
146,7
147,6
148,8
149,6
150,5
151,8
152,6
153,5
154,7
155,5
156,5
157,5
158,7
159,4
160,5
161,6
162,6
163,7
164,7
165,5
166,4
167,7
168,5
169,6
170,4
171,5
172,6
173,5
174,6
175,5
176,6
177,6
178,5
179,5
180,6
181,5
182,7
183,7
184,5
185,6
186,6
187,5
188,4
189,5
190,6
191,5
192,4
193,5
194,5
195,6
196,7
197,5
198,6
199,5
200,7
201,5
202,6
203,5
204,5
205,6
206,6
207,7
208,7
209,5
210,7
211,5
212,4
213,5
214,6
215,6
216,6
217,5
218,7
219,7
220,7
221,5
222,7
223,6
224,7
225,5
226,6
227,6
228,6
229,5
230,6
231,7
232,7
233,5
234,7
235,5
236,5
237,6
238,6
239,7
240,6
241,6
242,4
243,6
244,7
245,6
246,5
247,7
248,5
249,7
250,4
251,6
252,7
253,7
254,7
255,6
256,6
257,7
258,7
259,6
260,7
261,5
262,5
263,7
264,5
265,5
266,6
267,5
268,6
269,6
270,6
271,3
272,5
273,5
274,7
275,5
276,7
277,7
278,5
279,6
280,6
281,6
282,7
283,5
284,7
285,7
286,5
287,6
288,5
289,7
290,5
291,5
292,5
293,6
294,5
295,6
296,8
297,5
298,5
299,7
300,7
301,6
302,5
303,5
304,6
305,5
306,5
307,7
308,5
309,5
310,6
311,5
312,6
313,6
314,6
315,6
316,5
317,4
318,6
319,6
320,6
321,5
322,5
323,5
324,4
325,6
326,5
327,7
328,7
329,5
330,6
331,6
332,7
333,5
334,5
335,7
336,5
337,6
338,6
339,5
340,6
341,6
342,7
343,6
344,5
345,7
346,6
347,7
348,5
349,5
350,5
351,5
352,5
353,7
354,6
355,5
356,7
357,6
358,6
359,6
360,5
361,5
362,5
363,8
364,7
365,6
366,5
367,3
368,8
369,6
370,6
371,5
372,4
373,6
374,5
375,5
376,5
377,6
378,7
379,6
380,7
381,6
382,7
383,7
384,5
385,7
386,6
387,5
388,7
389,5
390,7
391,6
392,8
393,6
394,5
395,5
396,6
397,7
398,7
399,6
400,7
401,5
402,6
403,6
404,7
405,6
406,6
407,7
408,7
409,6
410,6
411,5
412,5
413,5
414,6
415,7
416,6
417,6
418,5
419,5
420,7
421,6
422,5
423,6
424,5
425,6
426,6
427,6
428,5
429,5
430,7
431,5
432,5
433,7
434,7
435,4
436,6
437,5
438,5
439,5
440,5
441,7
442,4
443,7
444,6
445,6
446,5
447,4
448,5
449,7
450,6
451,6
452,5
453,7
454,5
455,5
456,7
457,6
458,6
459,5
460,6
461,7
462,6
463,5
464,4
465,5
466,6
467,6
468,7
469,5
470,5
471,5
472,5
473,5
474,5
475,7
476,7
477,8
478,8
479,6
480,7
481,7
482,6
483,6
484,8
485,6
486,6
487,6
488,4
489,6
490,7
491,6
492,6
493,7
494,5
495,6
496,6
497,5
498,8
499,6
500,7
501,6
502,7
503,7
504,3
505,5
506,6
507,6
508,5
509,8
510,6
511,3
512,6
513,6
514,5
515,5
516,6
517,7
518,6
519,5
520,5
521,6
522,5
523,7
524,6
525,5
526,7
527,6
528,6
529,6
530,5
531,6
532,6
533,5
534,6
535,7
536,6
537,6
538,4
539,6
540,6
541,5
542,7
543,5
544,6
545,7
546,7
547,5
548,6
549,7
550,6
551,7
552,7
553,7
554,5
555,6
556,5
557,5
558,5
559,7
560,5
561,5
562,6
563,6
564,7
565,6
566,6
567,8
568,6
569,5
570,6
571,5
572,3
573,7
574,6
575,4
576,5
577,5
578,5
579,5
580,7
581,6
582,4
583,5
584,6
585,7
586,7
587,7
588,3
589,7
590,7
591,5
592,7
593,6
594,5
595,5
596,4
597,7
598,6
599,7
600,6
601,7
602,6
603,6
604,5
605,6
606,5
607,5
608,7
609,5
610,8
611,5
612,7
613,6
614,6
615,6
616,5
617,7
618,7
619,6
620,7
621,4
622,5
623,7
624,5
625,6
626,5
627,5
628,5
629,7
630,5
631,5
632,6
633,5
634,6
635,7
636,5
637,7
638,8
639,5
640,5
641,6
642,6
643,5
644,6
645,7
646,6
647,6
648,5
649,5
650,6
651,5
652,8
653,7
654,6
655,4
656,7
657,6
658,6
659,6
660,7
661,6
662,7
663,5
664,7
665,6
666,7
667,5
668,6
669,5
670,6
671,6
672,6
673,7
674,7
675,5
676,6
677,5
678,7
679,7
680,7
681,6
682,7
683,5
684,8
685,8
686,6
687,7
688,4
689,6
690,7
691,6
692,5
693,6
694,5
695,5
696,5
697,6
698,5
699,5
700,7
701,5
702,6
703,5
704,5
705,4
706,5
707,7
708,5
709,5
710,5
711,5
712,6
713,5
714,7
715,6
716,5
717,6
718,6
719,7
720,6
721,6
722,8
723,5
724,6
725,6
726,6
727,4
728,7
729,6
730,4
731,8
732,5
733,5
734,7
735,6
736,5
737,7
738,7
739,5
740,6
741,6
742,6
743,4
744,5
745,5
746,8
747,7
748,6
749,6
750,7
751,5
752,5
753,5
754,6
755,7
756,5
757,7
758,5
759,7
760,5
761,5
762,6
763,7
764,7
765,6
766,6
767,6
768,5
769,6
770,5
771,5
772,6
773,5
774,7
775,6
776,8
777,6
778,6
779,5
780,7
781,6
782,5
783,5
784,5
785,5
786,6
787,6
788,5
789,7
790,6
791,4
792,6
793,6
794,7
795,7
796,6
797,5
798,6
799,6
800,4
801,5
802,6
803,7
804,5
805,7
806,5
807,7
808,7
809,6
810,7
811,7
812,6
813,7
814,7
815,5
816,6
817,7
818,5
819,5
820,7
821,5
822,6
823,5
824,8
825,6
826,6
827,5
828,6
829,6
830,6
831,6
832,7
833,5
834,7
835,6
836,5
837,8
838,5
839,5
840,5
841,5
842,7
843,5
844,7
845,6
846,6
847,7
848,7
849,7
850,5
851,9
852,6
853,6
854,5
855,5
856,7
857,6
858,5
859,5
860,6
861,7
862,5
863,6
864,6
865,7
866,6
867,7
868,6
869,6
870,8
871,7
872,7
873,7
874,5
875,5
876,3
877,6
878,6
879,6
880,5
881,7
882,5
883,5
884,5
885,7
886,6
887,6
888,7
889,4
890,5
891,6
892,7
893,6
894,5
895,5
896,6
897,6
898,7
899,8
900,6
901,6
902,5
903,7
904,5
905,6
906,6
907,7
908,5
909,6
910,7
911,6
912,5
913,6
914,6
915,8
916,8
917,7
918,5
919,4
920,6
921,6
922,5
923,6
924,6
925,5
926,6
927,5
928,5
929,6
930,4
931,5
932,6
933,6
934,5
935,5
936,5
937,6
938,4
939,7
940,5
941,6
942,6
943,5
944,8
945,6
946,6
947,5
948,5
949,6
950,6
951,8
952,6
953,4
954,5
955,7
956,6
957,7
958,7
959,6
960,5
961,5
962,6
963,6
964,5
965,5
966,5
967,5
968,6
969,7
970,6
971,6
972,7
973,6
974,7
975,6
976,7
977,7
978,5
979,6
980,5
981,7
982,6
983,5
984,5
985,6
986,7
987,5
988,5
989,4
990,6
991,6
992,7
993,6
994,7
995,5
996,5
997,5
998,6
999,6
