index,quality
0,3770
1,3770
2,3770
3,3770
4,3770
5,3770
6,3770
7,3770
8,3770
9,3770
10,3770
11,3770
12,3770
13,3770
14,3770
15,3770
16,3770
17,3770
18,3770
19,3770
20,3770
21,3770
22,3770
23,3770
24,3770
25,3770
26,3770
27,3770
28,3770
29,3770
30,3770
31,3770
32,3770
33,3770
34,3770
35,3770
36,3770
37,3770
38,3770
39,3770
40,3770
41,3770
42,3770
43,3770
44,3770
45,3770
46,3770
47,3770
48,3770
49,3770
50,3770
51,3770
52,3770
53,3770
54,3770
55,3770
56,3770
57,3770
58,3770
59,3770
60,3770
61,3770
62,3770
63,3770
64,3770
65,3770
66,3770
67,3770
68,3770
69,3770
70,3770
71,3770
72,3770
73,3770
74,3770
75,3770
76,3770
77,3770
78,3770
79,3770
80,3770
81,3770
82,3770
83,3770
84,3770
85,3770
86,3770
87,3770
88,3770
89,3770
90,3770
91,3770
92,3770
93,3770
94,3770
95,3770
96,3770
97,3770
98,3770
99,3770
100,3770
101,3770
102,3770
103,3770
104,3770
105,3770
106,3770
107,3770
108,3770
109,3770
110,3770
111,3770
112,3770
113,3770
114,3770
115,3770
116,3770
117,3770
118,3770
119,3770
120,3770
121,3770
122,3770
123,3770
124,3770
125,3770
126,3770
127,3770
128,3770
129,3770
130,3770
131,3770
132,3770
133,3770
134,3770
135,3770
136,3770
137,3770
138,3770
139,3770
140,3770
141,3770
142,3770
143,3770
144,3770
145,3770
146,3770
147,3770
148,3770
149,3770
150,3770
151,3770
152,3770
153,3770
154,3770
155,3770
156,3770
157,3770
158,3770
159,3770
160,3770
161,3770
162,3770
163,3770
164,3770
165,3770
166,3770
167,3770
168,3770
169,3770
170,3770
171,3770
172,3770
173,3770
174,3770
175,3770
176,3770
177,3770
178,3770
179,3770
180,3770
181,3770
182,3770
183,3770
184,3770
185,3770
186,3770
187,3770
188,3770
189,3770
190,3770
191,3770
192,3770
193,3770
194,3770
195,3770
196,3770
197,3770
198,3770
199,3770
200,3770
201,3770
202,3770
203,3770
204,3770
205,3770
206,3770
207,3770
208,3770
209,3770
210,3770
211,3770
212,3770
213,3770
214,3770
215,3770
216,3770
217,3770
218,3770
219,3770
220,3770
221,3770
222,3770
223,3770
224,3770
225,3770
226,3770
227,3770
228,3770
229,3770
230,3770
231,3770
232,3770
233,3770
234,3770
235,3770
236,3770
237,3770
238,3770
239,3770
240,3770
241,3770
242,3770
243,3770
244,3770
245,3770
246,3770
247,3770
248,3770
249,3770
250,3770
