id,count
0,91.93067
1,250.07025
2,45.760937
4,92.3326
5,77.60482
10,131.67375
11,145.89937
12,248.79396
15,70.579926
17,19.505404
18,240.24207
23,231.23914
25,188.74786
26,78.44553
31,194.17763
39,221.23216
40,62.631966
41,104.02818
42,
43,190.29578
51,240.64224
52,72.2882
54,81.912254
60,159.81834
61,203.91548
62,150.78165
63,65.55337
65,137.63216
66,111.617004
68,218.4677
71,52.364117
80,88.53705
82,
94,191.15843
98,220.82281
101,88.42074
102,172.47896
107,77.393394
112,279.1366
113,75.597755
115,
116,170.7801
120,83.03311
121,81.486015
122,249.86137
132,182.99011
143,35.91514
147,
150,76.331245
151,66.28718
152,234.22292
153,80.78472
155,71.3545
156,84.94222
159,217.09514
161,83.67303
163,77.17577
177,187.41536
186,95.559044
188,69.250206
190,81.05257
191,95.888985
192,201.2276
195,238.32828
200,196.19008
209,230.32558
210,70.45209
211,271.27173
214,171.69032
215,83.94573
218,159.15718
219,51.536633
222,94.1837
225,70.888695
228,251.35463
236,231.3639
241,78.18738
242,197.17552
243,247.32869
245,70.01038
247,223.89224
251,208.46565
252,81.7901
253,68.16254
254,83.77497
258,224.83195
260,
261,205.92223
265,65.90737
266,211.84784
267,221.30331
269,179.80508
270,
275,153.43729
278,73.65898
279,60.37172
286,102.56142
287,60.608284
288,205.52101
289,189.75386
293,80.87058
294,209.42921
297,
302,107.68261
303,70.3847
304,82.82818
307,129.75781
309,60.646526
311,231.47975
312,90.064026
314,226.71114
315,241.00981
319,203.17892
322,159.87299
323,
325,203.44878
327,215.15886
330,68.50585
332,221.65373
333,79.7176
338,149.57759
341,84.81898
345,103.64539
348,164.72865
349,90.509445
350,116.787254
352,
355,67.459496
356,
358,
363,185.05437
369,211.20894
371,78.951256
372,218.12001
375,236.68758
380,202.11592
388,77.785576
391,
392,206.01463
393,243.19235
394,83.184654
396,61.97922
401,71.26165
407,63.80991
409,75.81726
410,125.782036
416,118.88596
418,124.015305
420,205.41228
421,257.2263
422,206.58766
424,244.84154
428,220.46364
429,249.3787
431,177.65697
435,9.6982975
439,104.44481
441,32.20921
447,77.59887
449,223.87314
451,229.74933
452,75.952675
454,206.78389
458,257.07294
463,182.46205
467,75.71313
470,104.99479
471,162.45575
474,228.99467
478,87.30898
483,105.75582
484,184.23653
485,69.647896
486,176.11798
491,121.954124
494,109.013565
495,201.25206
497,186.0309
499,237.71672
515,142.40419
518,195.2186
521,92.504295
525,
529,219.98293
532,168.00543
534,73.662025
540,70.90363
544,244.77374
547,200.7671
549,82.63827
563,63.737183
564,221.9702
567,106.71694
572,169.7595
577,207.66638
578,247.77776
585,231.1538
588,224.64577
589,185.36545
590,132.75655
592,84.73785
594,107.27584
596,81.48353
598,239.00624
599,191.34863
605,92.49299
606,162.64201
607,209.17584
608,210.40955
609,
610,213.13628
611,104.99685
614,
615,182.62862
616,215.53665
617,168.92665
618,213.58418
624,115.001686
629,192.60948
631,87.68249
633,89.14707
637,83.15403
638,146.20155
643,
644,182.16971
645,66.857895
646,196.71031
648,174.0684
650,77.43127
651,102.66801
652,231.8965
656,165.84755
657,85.27062
659,88.681175
660,194.43932
662,136.49312
665,240.90755
675,
681,167.36513
682,185.05174
685,62.70798
686,223.38405
689,75.44706
696,163.47519
703,189.95735
704,124.928795
705,164.43422
714,199.8831
717,75.524574
718,86.840645
720,79.83055
721,259.53668
723,203.28154
726,95.44631
728,199.9408
730,104.57131
731,76.1928
734,248.0571
737,65.53338
738,76.40861
745,235.45091
746,75.04068
749,203.76935
752,74.707146
753,83.01352
758,198.43901
765,100.97886
766,241.51553
768,67.05244
769,218.94836
774,191.54243
775,116.410416
781,
784,231.36304
794,92.03731
795,232.54813
796,67.91731
802,90.838295
803,94.538345
805,71.98246
806,223.78621
807,130.40086
809,68.323784
810,214.9695
812,94.0174
814,108.47326
818,214.31287
819,239.25146
825,-4.0530057
836,100.78054
839,176.19954
847,228.06975
848,98.598
851,203.61534
852,178.01544
853,32.514256
857,197.5779
858,87.07925
859,196.49088
861,2.982506
867,165.83415
870,201.2669
871,209.1246
872,261.6007
874,268.70398
881,236.94554
886,174.54915
890,
895,192.64694
899,71.38765
900,219.76315
901,223.68132
902,229.23018
903,79.973
913,234.16464
918,229.46028
923,169.30882
