,id,count
0,0,90.886955
1,1,249.72542
2,2,51.86261
3,4,94.32691
4,5,82.83199
5,10,127.532814
6,11,147.00584
7,12,239.58455
8,15,70.34247
9,17,31.406975
10,18,243.73381
11,23,231.0288
12,25,193.04341
13,26,78.51461
14,31,190.61916
15,39,223.11922
16,40,60.992493
17,41,105.71948
18,42,
19,43,187.31598
20,51,243.70625
21,52,68.6925
22,54,81.48253
23,60,150.8315
24,61,202.15175
25,62,145.9384
26,63,61.44357
27,65,131.87553
28,66,108.12825
29,68,219.06355
30,71,54.06624
31,80,90.73346
32,82,
33,94,182.10571
34,98,223.94926
35,101,88.20197
36,102,163.79478
37,107,76.63756
38,112,279.59818
39,113,79.604965
40,115,
41,116,167.6615
42,120,75.642136
43,121,84.00741
44,122,248.8574
45,132,182.89273
46,143,44.88497
47,147,
48,150,75.00964
49,151,69.37642
50,152,233.31941
51,153,78.25928
52,155,73.03256
53,156,83.38922
54,159,213.47998
55,161,75.88753
56,163,72.30617
57,177,184.2199
58,186,93.34396
59,188,65.24794
60,190,74.59358
61,191,94.35962
62,192,204.36444
63,195,235.28897
64,200,197.56387
65,209,230.25076
66,210,73.53132
67,211,275.35568
68,214,179.5271
69,215,84.9383
70,218,164.44948
71,219,49.23455
72,222,89.509224
73,225,67.44161
74,228,251.58682
75,236,231.7412
76,241,71.54054
77,242,196.18568
78,243,251.02995
79,245,61.780342
80,247,221.43867
81,251,210.54976
82,252,75.792015
83,253,71.49925
84,254,80.1788
85,258,228.60243
86,260,
87,261,203.3444
88,265,62.219246
89,266,209.85817
90,267,227.59665
91,269,175.12892
92,270,
93,275,148.84369
94,278,72.347145
95,279,61.556015
96,286,97.20584
97,287,53.97152
98,288,204.53937
99,289,193.71263
100,293,75.85234
101,294,216.93755
102,297,
103,302,111.37175
104,303,72.136475
105,304,87.95723
106,307,122.91963
107,309,61.010445
108,311,229.94946
109,312,94.94313
110,314,220.61829
111,315,243.3688
112,319,203.24706
113,322,156.44798
114,323,
115,325,205.75276
116,327,214.13922
117,330,67.73963
118,332,219.97008
119,333,73.68605
120,338,141.99089
121,341,79.520386
122,345,104.24675
123,348,170.41985
124,349,85.791824
125,350,108.650635
126,352,
127,355,62.54559
128,356,
129,358,
130,363,180.38756
131,369,211.79672
132,371,76.208725
133,372,218.84306
134,375,232.90823
135,380,206.2205
136,388,75.63924
137,391,
138,392,212.22574
139,393,244.5558
140,394,84.806656
141,396,58.588173
142,401,68.13356
143,407,61.369705
144,409,70.79239
145,410,124.72179
146,416,122.87332
147,418,118.38087
148,420,203.00221
149,421,255.2974
150,422,206.93974
151,424,246.51546
152,428,223.97603
153,429,246.4999
154,431,182.37927
155,435,27.12646
156,439,96.60515
157,441,44.05064
158,447,78.74324
159,449,223.76741
160,451,233.54918
161,452,75.3506
162,454,210.62086
163,458,253.18057
164,463,173.69847
165,467,76.99373
166,470,109.81736
167,471,155.62602
168,474,225.00781
169,478,87.08247
170,483,107.74287
171,484,186.7318
172,485,68.1125
173,486,169.61984
174,491,127.31207
175,494,107.48645
176,495,204.61996
177,497,186.25879
178,499,239.46635
179,515,143.01305
180,518,196.61383
