iter	MultiClass
0	1.0121097
1	0.9432982242
2	0.8848002647
3	0.826918882
4	0.7787283129
5	0.7301580269
6	0.6930656873
7	0.6580318497
8	0.6214068933
9	0.5876596613
10	0.555553526
11	0.5292327457
12	0.5044630269
13	0.4800872617
14	0.4602902553
15	0.4386730704
16	0.4214884045
17	0.4050960693
18	0.3901399721
19	0.3736145293
20	0.3607041903
21	0.3479879063
22	0.3329708651
23	0.3206121196
24	0.3116421021
25	0.3010842559
26	0.29240945
27	0.2834106391
28	0.2737600546
29	0.2645343551
30	0.2565707525
31	0.2488130323
32	0.241919798
33	0.2364215428
34	0.2294316888
35	0.2231714356
36	0.2176915002
37	0.2126694235
38	0.2068576082
39	0.2024787424
40	0.1982375381
41	0.1937372982
42	0.1898249752
43	0.1855275696
44	0.1816924712
45	0.1775042944
46	0.1737267495
47	0.1702899934
48	0.1673131173
49	0.1638897495
50	0.1600067176
51	0.1572743943
52	0.1544582392
53	0.1519034849
54	0.1485979117
55	0.1463863161
56	0.1434685224
57	0.1405694379
58	0.1376674698
59	0.1350771644
60	0.1330598796
61	0.1313731056
62	0.1296201186
63	0.1277069723
64	0.1251184754
65	0.1235561108
66	0.1218410969
67	0.1204980149
68	0.118373706
69	0.1162094783
70	0.1142962994
71	0.1125555966
72	0.1108265124
73	0.1089403779
74	0.1070328744
75	0.1055794805
76	0.1037453029
77	0.1021233171
78	0.1006387452
79	0.0993864835
80	0.09814184603
81	0.09669010345
82	0.09538732797
83	0.09432815022
84	0.09310898877
85	0.09184830395
86	0.09026976367
87	0.08910307525
88	0.0873991938
89	0.08650839152
90	0.08522306043
91	0.08413445924
92	0.0830238787
93	0.08195213937
94	0.08095427617
95	0.07994871411
96	0.07912513174
97	0.07802657851
98	0.07712138895
99	0.07639988927
100	0.07543106996
101	0.07453686915
102	0.07369127629
103	0.07281279974
104	0.07218779385
105	0.07115720002
106	0.07045877257
107	0.0694987647
108	0.06865449112
109	0.06794631594
110	0.06714985133
111	0.06658024923
112	0.06583354061
113	0.0650826085
114	0.06433879927
115	0.06371832996
116	0.06304027133
117	0.06242181569
118	0.06178542054
119	0.0611403785
120	0.06064222574
121	0.06017522392
122	0.05957245323
123	0.05865340227
124	0.05818464047
125	0.05758954878
126	0.05706279669
127	0.05661820314
128	0.05590675537
129	0.05538209391
130	0.0548448554
131	0.05442645151
132	0.05391308739
133	0.05314996708
134	0.05265451831
135	0.0520900588
136	0.0516315635
137	0.05113743391
138	0.05065616603
139	0.05033236294
140	0.04991505522
141	0.04943204256
142	0.04895489565
143	0.04854184118
144	0.04810197254
145	0.04748245051
146	0.0471619231
147	0.04677281943
148	0.04628325711
149	0.04591249042
150	0.04565445208
151	0.04527343014
152	0.04489777707
153	0.04444322634
154	0.04415482608
155	0.04395492751
156	0.04358997606
157	0.0432797294
158	0.04288116914
159	0.04260323183
160	0.04229018934
161	0.04194538171
162	0.04162908042
163	0.04119741395
164	0.04066764109
165	0.04025827497
166	0.03987751494
167	0.03956878387
168	0.03935468569
169	0.03902008322
170	0.03876705706
171	0.03850866293
172	0.03817803277
173	0.03780542291
174	0.03755272551
175	0.03714340389
176	0.03692579451
177	0.03672071941
178	0.03647988901
179	0.03625157796
180	0.03597804317
181	0.03576038011
182	0.03551788829
183	0.03521023687
184	0.03500862533
185	0.03462725777
186	0.03438523347
187	0.03417944578
188	0.03397215356
189	0.0337134129
190	0.03353780734
191	0.03338672279
192	0.03307886285
193	0.03285147362
194	0.03261438806
195	0.03237342484
196	0.03217843984
197	0.0319977725
198	0.03184865605
199	0.03157310129
200	0.03138356676
201	0.0312744791
202	0.031112637
203	0.03084204559
204	0.03067515904
205	0.03048518414
206	0.03026481348
207	0.03004973065
208	0.02992485298
209	0.02973761763
210	0.02957458857
211	0.02938608474
212	0.02921746955
213	0.02907331415
214	0.02888859184
215	0.02874684325
216	0.02852477035
217	0.02839366441
218	0.02825584286
219	0.02813762918
220	0.02797357348
221	0.02782971874
222	0.02763743506
223	0.02754411688
224	0.02742133344
225	0.02725469666
226	0.027131437
227	0.02697238705
228	0.02684732289
229	0.02671143575
230	0.02648848612
231	0.02629807347
232	0.02609914891
233	0.02596536457
234	0.02584697751
235	0.02569726354
236	0.02556790602
237	0.02546784906
238	0.0253393316
239	0.02521252352
240	0.02509953148
241	0.02501304125
242	0.02487356803
243	0.02475237484
244	0.02461756635
245	0.02451263927
246	0.02439772111
247	0.02431689212
248	0.02419032031
249	0.02409142269
250	0.02400852721
251	0.02388784588
252	0.02368920531
253	0.02357867863
254	0.02345916009
255	0.02330578779
256	0.02321700525
257	0.02312216698
258	0.02301243527
259	0.02290298096
260	0.02281284332
261	0.02271493298
262	0.02255742841
263	0.02245332519
264	0.02237387722
265	0.02230105296
266	0.02217552412
267	0.02208119301
268	0.02198936865
269	0.02189827839
270	0.02182753408
271	0.0217302157
272	0.02162176356
273	0.02152344101
274	0.02145001983
275	0.02135940817
276	0.02125804593
277	0.02117126545
278	0.0210917518
279	0.02101036313
280	0.02088910287
281	0.0208124488
282	0.02073938781
283	0.02062471552
284	0.02052897448
285	0.02041988154
286	0.02033217929
287	0.02021875202
288	0.02013118485
289	0.02007056913
290	0.01997100061
291	0.01987714676
292	0.01978610199
293	0.01968984041
294	0.01960253413
295	0.01951965508
296	0.01945987004
297	0.01940003509
298	0.01930898982
299	0.01924873556
300	0.01918900392
301	0.01913041245
302	0.01904844045
303	0.01898027532
304	0.01890205267
305	0.01883059144
306	0.01873563232
307	0.0186621367
308	0.01858653087
309	0.01850344041
310	0.01843657018
311	0.01837264721
312	0.01830383561
313	0.01824206237
314	0.01817240642
315	0.01809073167
316	0.01802855078
317	0.01795205897
318	0.0178736628
319	0.01781471609
320	0.0177588474
321	0.01768662532
322	0.01762077251
323	0.01755333985
324	0.01749055175
325	0.01742295094
326	0.01737102286
327	0.01730673415
328	0.01725528724
329	0.01719113168
330	0.01713298948
331	0.01707455714
332	0.01701699284
333	0.01695196805
334	0.0169126971
335	0.01685784173
336	0.01678849929
337	0.01673315274
338	0.01667333444
339	0.01662055112
340	0.01657031688
341	0.01651868825
342	0.01645166213
343	0.01639262651
344	0.01633154725
345	0.01627548811
346	0.01623812657
347	0.01617833985
348	0.01613199893
349	0.01605845075
350	0.01600294167
351	0.01595557539
352	0.01590656304
353	0.01585941349
354	0.01579485679
355	0.01574483027
356	0.01568195533
357	0.01563328917
358	0.01558852025
359	0.01552826633
360	0.01548117574
361	0.0154300272
362	0.01538407436
363	0.01533246514
364	0.01529380399
365	0.01523870285
366	0.01518831577
367	0.01514496185
368	0.01509157604
369	0.01503879886
370	0.01499635328
371	0.01493953878
372	0.01487817814
373	0.01484149114
374	0.01479965457
375	0.01475542937
376	0.01471497697
377	0.01468036867
378	0.01463643431
379	0.01459480773
380	0.01455959772
381	0.01451975659
382	0.01447300307
383	0.01443882298
384	0.01439479554
385	0.01434696836
386	0.01429278748
387	0.01426014862
388	0.01421940897
389	0.01416815863
390	0.01412904527
391	0.01407653716
392	0.01403334877
393	0.01397414236
394	0.01393865366
395	0.01390974038
396	0.01387939813
397	0.01384516236
398	0.01381138662
399	0.0137831224
400	0.01374612816
401	0.01369997017
402	0.01365915669
403	0.01360857573
404	0.01357259626
405	0.01353284149
406	0.01348523209
407	0.01345657105
408	0.01342890666
409	0.01338348489
410	0.01335342212
411	0.01332173679
412	0.01327849467
413	0.01324583112
414	0.01322042309
415	0.01319086054
416	0.01316118951
417	0.01312486732
418	0.01308604783
419	0.01306293433
420	0.0130206317
421	0.01299118549
422	0.01294793852
423	0.01292727757
424	0.01288354452
425	0.01284612562
426	0.01281896144
427	0.01278621166
428	0.01274666607
429	0.01272092654
430	0.01268348662
431	0.01264767626
432	0.01261374379
433	0.01257806564
434	0.01255244583
435	0.01252224907
436	0.01249479622
437	0.01246535223
438	0.01243457151
439	0.01240658102
440	0.01237882353
441	0.01234188422
442	0.01231735659
443	0.01228487464
444	0.01225821435
445	0.01223111075
446	0.01219081165
447	0.01216243347
448	0.01212452302
449	0.01208938707
450	0.01206415264
451	0.01203163668
452	0.01200060664
453	0.01196534151
454	0.01193896847
455	0.011917629
456	0.01189332896
457	0.01186398778
458	0.01183440156
459	0.01181058783
460	0.01177424111
461	0.01174812582
462	0.01171835862
463	0.01169560566
464	0.0116681163
465	0.01164163632
466	0.01160951771
467	0.01157652594
468	0.011544636
469	0.0115218474
470	0.01148134151
471	0.01145819517
472	0.01140876803
473	0.01138387875
474	0.0113342707
475	0.01131259202
476	0.01128570133
477	0.01126144697
478	0.01123246778
479	0.01120835206
480	0.01118201143
481	0.01115306353
482	0.01113219493
483	0.0111020106
484	0.01108257895
485	0.0110653832
486	0.0110460083
487	0.01102192214
488	0.0109926355
489	0.0109689761
490	0.0109404466
491	0.01091182651
492	0.01089296366
493	0.01086566721
494	0.01084415566
495	0.01082068898
496	0.01079505766
497	0.01077551441
498	0.01074631202
499	0.01072746976
500	0.0107077878
501	0.01068742053
502	0.01066101003
503	0.01063570764
504	0.01061470951
505	0.010595402
506	0.01056860629
507	0.01053791963
508	0.01052111344
509	0.01049653052
510	0.01047256192
511	0.01044289948
512	0.01041643789
513	0.01040002143
514	0.01037097318
515	0.01034910023
516	0.01033024399
517	0.01030806544
518	0.01028066576
519	0.01025256082
520	0.01022542453
521	0.01020123534
522	0.01018140878
523	0.01016306157
524	0.0101427328
525	0.01011606572
526	0.01009633132
527	0.01007928049
528	0.0100554558
529	0.01002780775
530	0.01000806622
531	0.009991448069
532	0.009967468997
533	0.009944576054
534	0.009919097325
535	0.009886201954
536	0.009859529676
537	0.009829776487
538	0.00980923528
539	0.009790181556
540	0.009766943694
541	0.009747211467
542	0.009725988599
543	0.009708513579
544	0.009684353349
545	0.009661023556
546	0.009631854236
547	0.009606758904
548	0.009589602599
549	0.009567698013
550	0.009545078485
551	0.009527173078
552	0.009508240954
553	0.009485851011
554	0.009453391295
555	0.009431983542
556	0.009410361825
557	0.009392735974
558	0.009369256846
559	0.009348505033
560	0.009325835835
561	0.009310802152
562	0.009291032447
563	0.009274883955
564	0.00925332499
565	0.009238817904
566	0.009223292573
567	0.009208423948
568	0.009175335543
569	0.009158514877
570	0.009126897608
571	0.00910893068
572	0.009094057483
573	0.009079931191
574	0.009062515848
575	0.009045323658
576	0.009028372283
577	0.009007340045
578	0.008990712751
579	0.008978431411
580	0.008966668485
581	0.008951584406
582	0.00894038813
583	0.00892075328
584	0.008891859401
585	0.008873102286
586	0.008859785018
587	0.008842024931
588	0.008822395843
589	0.008804484166
590	0.00878831887
591	0.008776175574
592	0.008761459469
593	0.008746070805
594	0.008730762468
595	0.008716393231
596	0.00870543029
597	0.008688112531
598	0.008672673505
599	0.00865471133
600	0.008637740108
601	0.008620463172
602	0.008605218993
603	0.008583416849
604	0.008567389333
605	0.008551749947
606	0.00853792254
607	0.008519855988
608	0.00850578199
609	0.008490681475
610	0.008477596122
611	0.008463535978
612	0.008446523967
613	0.008423512054
614	0.008405827164
615	0.008386616554
616	0.008374506214
617	0.008352248168
618	0.008333530084
619	0.008316967948
620	0.00829234712
621	0.008280061678
622	0.008262791291
623	0.008251366318
624	0.008239997809
625	0.008228078205
626	0.008216698576
627	0.008204920113
628	0.008191769482
629	0.008176751716
630	0.008161830739
631	0.008152669431
632	0.008140779229
633	0.00812874259
634	0.00811734041
635	0.008104391196
636	0.008088014333
637	0.008071475854
638	0.008062478623
639	0.008044542864
640	0.008029541084
641	0.008009976754
642	0.007989259493
643	0.007973524991
644	0.007961650955
645	0.007951279679
646	0.007935344687
647	0.007922589997
648	0.007913904618
649	0.007893714297
650	0.007884018303
651	0.007861108204
652	0.007838528455
653	0.007816020261
654	0.007801962136
655	0.007789804378
656	0.00777375333
657	0.007754369736
658	0.007742050184
659	0.007732618276
660	0.007717119471
661	0.007693580585
662	0.0076803127
663	0.00767018236
664	0.007658436161
665	0.007647104944
666	0.007627287714
667	0.007616428896
668	0.00760542565
669	0.007594541258
670	0.007583739812
671	0.007574682664
672	0.007560621585
673	0.007544590179
674	0.00753249918
675	0.007519096105
676	0.007505574898
677	0.007492580449
678	0.007480879719
679	0.007470309652
680	0.007458081573
681	0.007444797081
682	0.007430837326
683	0.00742184956
684	0.007413676311
685	0.007402486193
686	0.007392239274
687	0.007379171181
688	0.007370246762
689	0.007359792677
690	0.007339858646
691	0.007326168108
692	0.007317254006
693	0.007304936084
694	0.007298738066
695	0.007287984595
696	0.00728041244
697	0.00726948343
698	0.00725811998
699	0.007250765119
700	0.007243399116
701	0.007232653796
702	0.007219830697
703	0.007205067868
704	0.007195582543
705	0.007185484292
706	0.007174951653
707	0.007161763714
708	0.007151305426
709	0.00714079893
710	0.007127971365
711	0.007118198956
712	0.007108064849
713	0.007093124492
714	0.007082481117
715	0.00706872927
716	0.007056576896
717	0.007042611348
718	0.007028972266
719	0.00702042452
720	0.007008175928
721	0.006995938125
722	0.006985872181
723	0.00697206842
724	0.006964510335
725	0.006954269756
726	0.006941341907
727	0.006931579837
728	0.006920329601
729	0.0069101808
730	0.006901490183
731	0.006895356041
732	0.006886013328
733	0.006878320154
734	0.006865631951
735	0.006856342399
736	0.006843698308
737	0.006834038154
738	0.006828286964
739	0.006816780569
740	0.006808582268
741	0.00680016199
742	0.006787520481
743	0.006771404334
744	0.006754527337
745	0.006743837621
746	0.006735123325
747	0.006722796581
748	0.006713346208
749	0.006701869846
750	0.006684716164
751	0.006676771794
752	0.006669264111
753	0.006659149173
754	0.006649853466
755	0.006640699894
756	0.006633160753
757	0.006624337473
758	0.006618311944
759	0.006610636403
760	0.006595998368
761	0.006588333394
762	0.006578231531
763	0.00656871128
764	0.006556626518
765	0.006548728234
766	0.006540697407
767	0.006529574258
768	0.00651974649
769	0.006510200195
770	0.006496333441
771	0.006486134452
772	0.006474693285
773	0.00646212656
774	0.006456221841
775	0.006444442537
776	0.006433994943
777	0.006419615252
778	0.00640643262
779	0.006395890849
780	0.006384838927
781	0.006378155114
782	0.006371289698
783	0.006359926813
784	0.006353341523
785	0.006338334977
786	0.006330656389
787	0.006317183902
788	0.006306329817
789	0.006299701844
790	0.006286216138
791	0.006275799533
792	0.006269042903
793	0.006262678044
794	0.006252169076
795	0.006244693476
796	0.006235150778
797	0.006226007685
798	0.006216084492
799	0.006206883381
800	0.006198179378
801	0.006190678079
802	0.006182893637
803	0.006173637004
804	0.006163423467
805	0.006156466393
806	0.006145339738
807	0.006133040951
808	0.00612428457
809	0.006115047036
810	0.00610403708
811	0.006095813369
812	0.006088817671
813	0.006081039761
814	0.006072545138
815	0.006062265549
816	0.006051835794
