id,count
0,82.96226
1,257.21805
2,52.13161
4,93.868034
5,86.30419
10,128.76175
11,147.72762
12,245.93973
15,71.41287
17,19.976057
18,252.51186
23,238.7347
25,184.71887
26,64.69277
31,190.43187
39,223.99052
40,55.006256
41,111.81391
42,
43,192.96101
51,252.02904
52,70.35638
54,84.52085
60,148.61176
61,197.62088
62,139.8123
63,51.44982
65,134.64667
66,110.71396
68,218.74985
71,59.228924
80,74.302086
82,
94,182.53526
98,232.95634
101,80.65496
102,162.62016
107,79.122536
112,289.6248
113,82.63535
115,
116,171.71436
120,80.92792
121,86.82177
122,259.8341
132,188.3051
143,31.14782
147,
150,62.350952
151,59.297806
152,242.30003
153,76.31582
155,81.669624
156,88.12139
159,220.03813
161,75.09323
163,64.55845
177,189.79259
186,84.25623
188,65.36754
190,80.15338
191,93.95821
192,204.87914
195,243.44981
200,204.24898
209,238.38629
210,75.12135
211,278.99368
214,179.52013
215,76.716286
218,154.60231
219,42.105686
222,87.86855
225,64.05894
228,262.07086
236,240.41356
241,67.93424
242,200.49292
243,259.78836
245,71.18243
247,228.19585
251,210.44896
252,75.50437
253,59.434868
254,77.57083
258,237.24393
260,
261,203.35866
265,55.71852
266,214.63246
267,227.7929
269,178.973
270,
275,141.3246
278,77.046776
279,45.65062
286,95.545006
287,58.008804
288,211.80496
289,199.317
293,72.337456
294,216.34828
297,
302,103.19595
303,79.379295
304,92.66103
307,118.18111
309,66.03562
311,238.12433
312,104.46675
314,227.23213
315,252.28969
319,212.38206
322,157.39226
323,
325,197.66933
327,220.61966
330,60.9622
332,226.88878
333,65.44811
338,136.18729
341,78.90537
345,109.7109
348,175.16731
349,77.6634
350,104.66567
352,
355,53.030846
356,
358,
363,180.08702
369,215.19324
371,64.99949
372,217.98708
375,241.5988
380,198.56023
388,67.71815
391,
392,215.02846
393,254.076
394,85.149574
396,64.354805
401,68.697464
407,55.23845
409,59.608765
410,118.376144
416,124.95627
418,116.01192
420,207.98091
421,262.7253
422,208.24614
424,256.95108
428,224.33827
429,249.22903
431,181.9085
435,1.267661
439,93.11262
441,24.315834
447,65.30121
449,221.75108
451,235.93391
452,82.268196
454,212.39676
458,257.8719
463,173.28322
467,72.22289
470,119.44951
471,157.43188
474,233.9226
478,81.83961
483,105.425545
484,182.08003
485,73.35291
486,167.03714
491,114.56982
494,97.098114
495,204.26326
497,186.67664
499,240.63503
515,138.52486
518,203.8868
521,90.1407
525,
529,226.45955
532,156.15512
534,64.58316
540,60.19652
544,254.31938
547,203.28181
549,73.448715
563,56.233795
564,220.89606
567,106.220505
572,160.21681
577,205.704
578,259.67355
585,234.83632
588,224.05315
589,176.93988
590,125.20542
592,80.05384
594,120.96987
596,75.00875
598,241.64577
599,189.60803
605,86.810356
606,154.14546
607,217.33992
608,220.72481
609,
610,221.43086
611,105.50228
614,
615,192.14432
616,220.5906
617,168.63106
618,222.66515
624,109.09458
629,185.60106
631,81.07729
633,90.99361
637,79.08938
638,136.33086
643,
644,187.81102
645,67.223656
646,204.39021
648,178.51776
650,75.75582
651,96.082344
652,237.63136
656,171.14014
657,87.003365
659,72.456856
660,196.67818
662,125.814125
665,252.20804
675,
681,169.2065
682,186.2816
685,61.78043
686,232.82457
689,73.656425
696,162.30911
703,192.93004
704,114.988914
705,170.58636
714,206.80617
717,79.55168
718,81.9893
720,73.16004
721,271.30292
723,210.4157
726,95.853035
728,194.18916
730,93.103264
731,80.9141
734,258.82675
737,64.41775
738,69.06771
745,241.96281
746,78.42348
749,212.44795
752,69.35221
753,89.13673
758,203.28929
765,86.43183
766,243.9489
768,65.831245
769,222.84286
774,194.74599
775,112.9811
781,
784,240.30528
794,92.78831
795,243.94397
796,69.088646
802,100.68313
803,98.87763
805,67.51589
806,223.85193
807,120.129616
809,64.50414
810,222.14153
812,92.15679
814,103.46578
818,222.4894
819,242.79543
825,-16.430595
836,104.87797
839,175.81296
847,236.79018
848,94.998184
851,198.88582
852,174.26457
853,26.939623
857,201.49585
858,82.48847
859,198.91115
861,-7.652716
867,161.19511
870,211.32047
871,209.26555
872,270.7512
874,280.4549
881,247.73055
886,175.66978
890,
895,197.56413
899,61.1841
900,230.95677
901,232.14622
902,237.64374
903,81.657616
913,243.93864
918,243.19054
923,177.30266
924,72.37026
926,59.234756
927,71.91652
930,190.92174
934,59.92688
937,193.78545
939,152.82857
941,85.16636
942,263.29276
946,219.31892
950,123.49926
953,77.23617
959,38.130226
961,58.242035
962,93.62223
964,74.03788
969,198.43748
971,163.80835
976,73.53634
978,220.53658
980,223.59602
981,201.15779
990,235.62741
993,70.593056
996,75.51393
998,254.75044
999,214.41866
1006,159.78555
1008,78.82694
1013,76.105156
1015,110.49084
1016,165.01564
1022,229.18742
1026,206.92905
1028,249.73701
1031,12.842883
1034,
1037,235.19077
1040,
1042,73.73954
1046,95.84717
1048,115.8795
1049,160.14525
1050,
1051,228.12709
1052,206.4886
1055,98.90247
1060,178.66994
1064,89.64405
1066,73.74936
1071,155.9922
1073,78.44977
1089,232.14006
1091,131.18962
1092,63.856735
1093,223.00975
1096,231.12242
1097,211.78876
1098,59.39055
1099,76.73708
1102,239.10289
1107,88.10624
1109,87.02259
1111,25.145493
1112,136.56374
1114,284.78113
1116,233.64449
1117,177.58556
1118,83.428154
1122,
1124,205.68286
1127,100.29531
1133,241.82143
1134,69.54488
1135,170.59587
1139,237.16005
1143,
1150,94.79071
1151,126.93608
1153,227.09454
1155,71.74938
1162,61.618343
1163,201.77557
1166,-2.8166993
1171,64.25009
1172,61.98003
1173,235.8751
1174,93.78403
1177,104.974815
1178,91.59872
1184,91.53826
1185,126.429886
1186,103.336555
1187,225.61458
1188,245.62267
1191,192.86055
1207,117.98895
1213,77.366325
1215,173.46501
1223,238.35983
1227,145.64357
1236,
1237,
1238,89.710686
1241,66.6675
1248,70.530785
1250,60.801865
1251,219.43188
1253,99.63264
1255,127.27791
1257,243.18398
1261,112.915504
1262,250.36833
1265,187.61142
1273,237.08176
1277,214.25166
1278,144.03864
1280,95.960625
1284,165.53076
1285,248.66075
1288,82.70742
1295,124.82197
1297,276.95724
1299,239.89209
1304,209.80498
1308,73.649284
1310,119.999054
1311,153.75902
1314,85.40316
1315,128.24773
1318,11.4965515
1320,254.63728
1321,225.05464
1322,214.50739
1330,179.06642
1333,214.44038
1334,199.05467
1341,213.0262
1344,163.03633
1351,218.29942
1354,54.134754
1356,
1363,146.3987
1365,203.2965
1369,169.35013
1373,102.418625
1375,130.15994
1377,49.388756
1379,213.81715
1380,226.37575
1381,108.30544
1384,184.30002
1390,225.52551
1393,230.3326
1395,
1399,224.89226
1400,91.35586
1401,103.99483
1404,223.32076
1408,76.1206
1409,10.585658
1413,199.81161
1416,224.34276
1418,114.869606
1423,90.72006
1424,60.13053
1425,73.97525
1433,264.31686
1434,179.29362
1436,234.02655
1442,218.50017
1444,56.54702
1445,182.39397
1452,235.76215
1455,205.60902
1462,
1467,15.157359
1472,78.90349
1475,98.432
1493,163.19016
1501,208.07172
1503,242.19284
1504,242.68102
1505,57.823105
1511,250.73387
1512,
1513,169.23329
1514,89.90135
1528,254.19536
1533,266.11346
1534,56.640026
1536,189.91158
1537,67.92605
1539,90.646706
1550,202.07472
1552,196.72633
1554,205.34413
1555,247.59825
1556,44.405293
1559,67.92544
1563,233.1218
1566,229.89534
1567,100.19865
1568,73.76664
1571,211.24562
1572,60.50198
1574,
1577,75.44988
1583,57.556152
1585,78.122536
1586,216.0892
1587,222.0668
1596,193.93398
1602,79.100365
1604,87.429565
1605,53.694153
1610,241.24672
1611,128.9558
1616,84.566826
1617,133.00212
1618,69.3852
