id,count
0,65.74964
1,225.47195
2,83.57322
4,72.21821
5,38.61678
10,110.66732
11,183.17432
12,299.7789
15,62.390404
17,69.646965
18,303.08084
23,258.70425
25,130.98697
26,60.92231
31,216.11278
39,209.20973
40,59.528725
41,145.91998
42,
43,175.96614
51,223.21187
52,68.80172
54,79.22144
60,129.9434
61,124.952034
62,109.741196
63,54.71967
65,115.12361
66,102.64605
68,205.04541
71,69.59086
80,64.42454
82,
94,121.228325
98,282.32544
101,69.23369
102,138.11122
107,101.03512
112,333.14578
113,78.739265
115,
116,128.80025
120,97.895905
121,98.01934
122,300.96786
132,206.33412
143,53.746147
147,
150,57.357655
151,61.40085
152,229.84065
153,84.581245
155,72.707726
156,67.59789
159,173.62471
161,83.31706
163,68.43183
177,165.75784
186,77.12274
188,64.04527
190,70.55739
191,89.20925
192,234.02684
195,278.58646
200,209.16426
209,269.01196
210,74.39163
211,260.3287
214,221.31862
215,64.56996
218,100.921074
219,52.254208
222,94.51621
225,57.810764
228,307.64722
236,223.15727
241,62.277218
242,184.29025
243,258.9841
245,61.484447
247,263.07895
251,153.88614
252,78.975876
253,72.03444
254,74.08963
258,267.2704
260,
261,142.7953
265,65.4226
266,253.80559
267,233.50224
269,168.28612
270,
275,94.99532
278,76.94103
279,60.547363
286,84.69929
287,68.644516
288,224.59816
289,204.87614
293,72.10531
294,202.8328
297,
302,82.48852
303,67.32814
304,27.041986
307,94.18221
309,55.824955
311,185.70435
312,145.51239
314,183.55779
315,253.3068
319,210.47328
322,122.53498
323,
325,136.51744
327,251.93707
330,64.1921
332,200.09904
333,61.463963
338,101.910446
341,64.64947
345,145.79204
348,201.21118
349,73.41395
350,101.72546
352,
355,49.931606
356,
358,
363,129.95197
369,153.66487
371,53.288773
372,145.94975
375,289.81842
380,123.7015
388,83.35544
391,
392,234.08282
393,269.59836
394,79.20482
396,58.79673
401,62.630592
407,61.369217
409,65.49681
410,105.93989
416,137.50041
418,94.62868
420,152.25035
421,285.78415
422,149.18994
424,305.0784
428,216.71596
429,256.4645
431,220.98189
435,29.746933
439,95.785934
441,52.17405
447,72.58239
449,173.752
451,178.02144
452,78.05075
454,266.69067
458,309.48026
463,124.252754
467,70.14163
470,134.24817
471,141.34341
474,286.95157
478,65.7743
483,91.1822
484,153.55186
485,86.02488
486,111.542274
491,91.66844
494,73.439186
495,243.90445
497,215.62193
499,185.10097
515,112.05671
518,239.35315
521,98.42222
525,
529,224.13252
532,132.87721
534,70.72762
540,81.63025
544,295.1417
547,192.82037
549,77.18893
563,63.63311
564,144.94795
567,91.86444
572,107.249275
577,164.7204
578,278.09897
585,209.1266
588,161.12022
589,118.49383
590,115.28322
592,75.33834
594,113.89968
596,65.66812
598,243.94402
599,134.74568
605,73.12614
606,111.46764
607,253.98494
608,223.91817
609,
610,256.76068
611,94.06544
614,
615,247.08437
616,257.20947
617,132.748
618,269.06192
624,92.36596
629,129.69807
631,79.32067
633,79.41717
637,70.49273
638,110.258835
643,
644,200.98041
645,65.16691
646,214.57921
648,202.6945
650,71.36618
651,81.79552
652,281.67273
656,185.1639
657,68.55924
659,59.94487
660,212.17142
662,108.48336
665,276.7489
675,
681,172.09166
682,167.28133
685,77.72467
686,197.81412
689,67.9478
696,141.5979
703,211.74698
704,88.481834
705,201.53339
714,228.11449
717,73.93062
718,82.502014
720,76.16374
721,298.29977
723,225.09312
726,83.93946
728,132.97476
730,67.81271
731,79.01769
734,303.08932
737,73.362144
738,78.74586
745,196.10783
746,79.90627
749,256.57925
752,70.39142
753,81.65286
758,233.27428
765,78.32494
766,262.61557
768,70.64271
769,223.20924
774,150.1876
775,113.71494
781,
784,269.40128
794,89.19372
795,293.2592
796,76.20193
802,149.93605
803,95.654045
805,73.45275
806,275.79727
807,98.52675
809,59.638916
810,189.96811
812,80.65786
814,87.69812
818,272.5317
819,167.27173
825,5.754233
836,112.44442
839,128.13658
847,271.21518
848,83.8672
851,141.14436
852,131.98639
853,53.053787
857,179.74437
858,71.546585
859,243.09334
861,17.978907
867,110.1693
870,246.73616
871,238.06772
872,225.92491
874,329.10928
881,227.2087
886,142.05795
890,
895,148.65662
899,61.673374
900,281.26865
901,259.35394
902,244.9175
903,74.671684
913,256.88434
918,245.21658
923,220.27483
924,69.70121
926,52.843018
927,77.86176
930,210.86905
934,68.920105
937,221.75807
939,194.9705
941,86.22008
942,275.08676
946,232.09125
950,86.68415
953,65.9734
959,97.33023
961,61.94938
962,79.25837
964,106.39237
969,238.30893
971,132.21877
976,67.96244
978,249.19023
980,253.38782
981,157.53795
990,221.68285
993,63.327133
996,64.82691
998,267.7725
999,199.31053
1006,116.591515
1008,69.9562
1013,81.6383
1015,92.4597
1016,105.88761
1022,227.3087
1026,244.8717
1028,225.52364
1031,17.459095
1034,
1037,195.89879
1040,
1042,69.030785
1046,88.22571
1048,98.478455
1049,109.7873
1050,
1051,176.52908
1052,240.10474
1055,77.166504
1060,146.88036
1064,91.6509
1066,68.44268
1071,118.33932
1073,71.63711
1089,200.6269
1091,101.94228
1092,68.13882
1093,229.68716
1096,226.65553
1097,225.64375
1098,56.993332
1099,76.42623
1102,172.05713
1107,73.56118
1109,80.24031
1111,20.71972
1112,106.88456
1114,327.30148
1116,281.14862
1117,120.28346
1118,70.85247
1122,
1124,173.92958
1127,87.24534
1133,243.81311
1134,69.202705
1135,208.53436
1139,250.14427
1143,
1150,85.81404
1151,103.993996
1153,280.09656
1155,67.08601
1162,63.796288
1163,242.24583
1166,20.383368
1171,73.327484
1172,60.414066
1173,245.48653
1174,74.871376
1177,102.903336
1178,139.30635
1184,75.606285
1185,116.036095
1186,88.00652
1187,176.65587
1188,278.61404
1191,150.31573
1207,119.10462
1213,78.06935
1215,111.561516
1223,191.3917
1227,119.45037
1236,
1237,
1238,74.042534
1241,72.00287
1248,71.61819
1250,53.560524
1251,151.2003
1253,89.139465
1255,88.48469
1257,226.51198
1261,80.048584
1262,272.20132
1265,156.40488
1273,223.81537
1277,262.95038
1278,116.03068
1280,80.79516
1284,177.3828
1285,244.31694
1288,60.630276
1295,114.74046
1297,275.48013
1299,267.29575
1304,208.98933
1308,71.10628
1310,102.7847
1311,111.836555
1314,82.29823
1315,107.658844
1318,68.190384
1320,266.26773
1321,258.98874
1322,263.0038
1330,126.65961
1333,190.96938
1334,191.27849
1341,184.95241
1344,197.11452
1351,220.32571
1354,71.61427
1356,
1363,113.27215
1365,234.88158
1369,134.97594
1373,81.01643
1375,116.31533
1377,58.662563
1379,172.51843
1380,258.8229
1381,95.00318
1384,194.71521
1390,204.83438
1393,241.50052
1395,
1399,236.44676
1400,77.80785
1401,100.98255
1404,173.45854
1408,71.80297
1409,40.88074
1413,240.03603
1416,268.57227
1418,89.664795
1423,86.129395
1424,56.33172
1425,74.00111
1433,272.43216
1434,149.45352
1436,241.73592
1442,253.94888
1444,58.74408
1445,209.67422
1452,235.84123
1455,195.2689
1462,
1467,54.042427
1472,81.005554
1475,82.51553
1493,114.62525
1501,256.80194
1503,294.28198
1504,217.91545
1505,54.70922
1511,231.673
1512,
1513,131.1374
1514,71.508736
1528,272.5034
1533,252.30405
1534,55.488113
1536,209.21947
1537,83.34835
1539,125.57354
1550,245.81145
1552,213.12337
1554,239.05128
1555,266.5742
1556,79.24955
1559,64.37488
1563,218.33226
1566,190.73914
1567,143.0359
1568,66.9991
1571,243.48882
1572,57.434532
1574,
1577,54.159336
1583,83.68419
1585,79.58531
1586,232.1407
1587,216.24312
1596,127.9157
1602,76.15647
1604,72.75313
1605,48.154594
1610,266.77066
1611,92.37467
1616,74.11862
1617,95.435936
1618,65.53303
1622,70.961815
1623,62.89682
1628,269.89767
1631,50.843567
1632,189.3155
1633,263.986
1634,256.7051
1636,205.33644
1637,105.95777
1643,93.93601
1644,103.33516
1646,80.64381
1648,209.78139
1651,85.03564
1656,71.83246
1658,129.95348
1659,51.128082
1665,74.145805
1666,123.247734
1670,82.66578
1674,221.37776
1679,197.86432
1680,197.22278
1683,308.80984
1686,56.203438
1691,92.88288
1693,55.760246
1696,74.169716
1697,101.234604
1703,74.73716
1706,60.663376
1709,182.23262
1710,77.93528
1712,
1713,114.6129
1718,271.6896
1719,212.40862
1722,265.37167
1723,124.72904
1724,278.84076
1728,56.485794
1730,82.936615
1732,62.323685
1737,53.707607
1745,68.47152
1747,71.459625
1748,72.83181
1755,98.40334
1759,56.945625
1761,264.8674
1764,235.11658
1765,130.16805
1766,70.91245
1768,68.08956
1770,57.151962
1771,183.02338
1774,109.53535
1785,143.81184
1788,198.35661
1792,73.04272
1794,255.00706
1797,102.495804
1798,57.19284
1799,274.15842
1802,94.6341
1806,77.78181
1808,90.57947
1810,243.61015
1818,32.89862
1819,237.01442
1820,282.68243
1822,234.53453
1826,220.81383
1827,185.60036
1835,81.30875
1841,105.336494
1842,160.80385
1843,75.84634
1846,52.757294
1849,61.276672
1850,229.7893
1851,98.54857
1857,
1858,198.18132
1860,95.177475
1861,269.07626
1864,81.009636
1869,254.0493
1871,
1872,23.613169
1875,59.725136
1878,257.38138
1879,269.50162
1885,57.595093
1888,109.1108
1889,44.688416
1890,101.312416
1896,197.54625
1897,161.57645
1898,
1900,76.54456
1905,64.835884
1908,86.62397
1909,111.6088
1913,
1918,84.746635
1922,337.60336
1923,110.88801
1925,236.47484
1926,210.646
1927,259.42264
1930,229.4028
1935,69.745895
1939,106.736534
1942,98.065285
1943,
1948,284.4103
1949,250.26158
1951,103.45896
1953,113.41491
1959,
1963,67.2085
1967,213.90565
1973,229.53986
1975,84.72086
1976,60.404305
1990,112.77273
1993,102.43975
1997,78.352745
1999,109.78184
2001,222.79312
2004,71.91311
2010,92.168594
2013,109.07876
2017,280.80237
2021,128.52873
2023,72.82935
2026,156.32625
2037,64.010796
2039,76.69006
2041,56.872673
2046,75.77455
2050,78.02212
2060,245.91084
2067,103.086174
2069,167.4741
2072,254.44035
2074,135.99072
2079,123.39268
2083,69.15687
2085,76.90661
2087,54.422363
2093,137.88576
2094,82.084816
2097,75.43945
2103,83.705124
2104,
2107,185.585
2108,56.14521
2110,86.74661
2115,230.13289
2117,61.575752
2125,245.09831
2127,316.52475
2133,58.987858
2134,296.415
2135,104.3841
2141,262.06168
2143,63.355995
2145,58.847466
2146,75.34098
2147,264.9595
2148,
2149,
2165,107.77826
2166,155.95691
2177,93.28494
