id,count
0,103.61048
1,239.70085
2,59.135376
4,106.53914
5,103.01898
10,141.17578
11,157.0307
12,233.95824
15,77.60046
17,26.931168
18,231.35362
23,217.87132
25,184.98875
26,91.27293
31,194.54582
39,212.50722
40,66.67153
41,135.3561
42,
43,185.27713
51,233.51134
52,74.96884
54,91.11233
60,166.20561
61,197.06303
62,157.5802
63,67.210175
65,144.92694
66,124.13092
68,207.50114
71,55.844208
80,101.61996
82,
94,189.97063
98,215.41035
101,97.11641
102,177.38382
107,102.10127
112,257.84283
113,80.71058
115,
116,171.81915
120,88.00533
121,84.68688
122,238.92085
132,186.00755
143,47.353798
147,
150,83.18861
151,75.95583
152,227.37163
153,94.01783
155,78.68043
156,108.91953
159,208.4502
161,89.88032
163,88.240974
177,185.9524
186,103.414604
188,75.54586
190,89.409096
191,103.140594
192,196.35072
195,229.03192
200,196.56737
209,224.91093
210,74.17989
211,253.85146
214,182.83852
215,97.04227
218,164.96068
219,54.806763
222,103.835106
225,75.34785
228,236.71996
236,220.82767
241,85.63079
242,197.38943
243,233.21536
245,75.49712
247,217.2262
251,204.77788
252,89.37516
253,78.66854
254,88.15641
258,219.24551
260,
261,199.92546
265,74.79592
266,211.56636
267,215.8557
269,179.22165
270,
275,155.4317
278,83.11733
279,66.48484
286,114.5791
287,62.12935
288,201.8626
289,192.84367
293,90.36605
294,205.3639
297,
302,118.69155
303,74.84494
304,108.91319
307,140.83005
309,65.970604
311,222.35303
312,119.201195
314,219.67265
315,228.85684
319,200.88026
322,163.73683
323,
325,200.08049
327,212.7452
330,75.59795
332,211.47224
333,89.70532
338,158.02397
341,92.636116
345,133.64314
348,177.41139
349,104.37614
350,125.61938
352,
355,68.5146
356,
358,
363,186.17613
369,208.77065
371,86.08191
372,210.14406
375,226.29655
380,197.27394
388,87.915146
391,
392,205.19315
393,234.37895
394,91.840576
396,67.65744
401,73.754135
407,66.503456
409,88.76383
410,134.63206
416,128.2844
418,133.41573
420,201.13084
421,239.13573
422,205.60529
424,230.57347
428,215.06752
429,234.06244
431,184.06725
435,14.748225
439,113.8019
441,45.177937
447,88.59433
449,211.74042
451,224.48886
452,84.77411
454,201.69707
458,241.36223
463,182.51003
467,84.4013
470,137.00038
471,165.13383
474,221.4132
478,101.812294
483,115.150154
484,181.77791
485,78.25129
486,176.36208
491,132.3908
494,117.142815
495,200.07437
497,188.67726
499,227.22496
515,152.15485
518,198.3997
521,101.815315
525,
529,216.3483
532,172.64258
534,83.10122
540,80.40899
544,228.07365
547,193.83746
549,95.4959
563,71.3497
564,215.51186
567,117.28001
572,170.96169
577,199.46536
578,234.33452
585,222.87064
588,215.96292
589,184.72691
590,142.38646
592,91.798454
594,139.16588
596,88.24264
598,227.87694
599,187.80205
605,101.56565
606,167.37617
607,208.60191
608,205.4093
609,
610,212.11008
611,116.19649
614,
615,190.64218
616,212.72194
617,174.43176
618,206.22833
624,125.23755
629,194.04294
631,103.73893
633,96.82983
637,92.74156
638,152.00543
643,
644,187.14229
645,73.90449
646,193.01614
648,178.71742
650,85.24046
651,111.99876
652,226.97563
656,174.78203
657,99.13569
659,96.185196
660,191.89742
662,144.5579
665,233.79
675,
681,173.28084
682,192.74806
685,62.093513
686,215.4111
