,id,count
0,0,92.95611
1,1,219.57814
2,2,145.76585
3,4,102.194984
4,5,184.58205
5,10,115.73766
6,11,160.12617
7,12,217.38911
8,15,82.91997
9,17,99.45043
10,18,212.38252
11,23,185.46747
12,25,168.81752
13,26,71.41057
14,31,200.60115
15,39,183.58043
16,40,61.052658
17,41,216.10907
18,42,
19,43,154.07649
20,51,205.86061
21,52,76.22352
22,54,86.33316
23,60,155.97223
24,61,178.78088
25,62,144.39906
26,63,53.68979
27,65,118.18143
28,66,117.15593
29,68,181.39014
30,71,54.616905
31,80,83.921455
32,82,
33,94,168.40683
34,98,196.65929
35,101,98.61439
36,102,171.20421
37,107,169.98134
38,112,216.6558
39,113,92.162544
40,115,
41,116,137.93279
42,120,73.01348
43,121,94.46615
44,122,215.57622
45,132,185.12682
46,143,116.41048
47,147,
48,150,74.59214
49,151,61.869392
50,152,203.56996
51,153,72.61049
52,155,92.369446
53,156,183.3964
54,159,173.94556
55,161,71.98498
56,163,57.08351
57,177,158.93382
58,186,90.92628
59,188,59.869637
60,190,80.822075
61,191,101.50105
62,192,186.73723
63,195,217.71179
64,200,195.11485
65,209,208.79219
66,210,81.285805
67,211,224.62193
68,214,200.49872
69,215,84.747574
70,218,152.59012
71,219,45.558838
72,222,82.44694
73,225,71.34241
74,228,208.1366
75,236,184.89487
76,241,62.59227
77,242,181.28944
78,243,196.48863
79,245,68.098755
80,247,209.29367
81,251,186.8525
82,252,70.103424
83,253,71.56547
84,254,87.46421
85,258,198.81024
86,260,
87,261,174.88313
88,265,47.12177
89,266,210.1635
90,267,211.09247
91,269,157.32419
92,270,
93,275,140.53333
94,278,73.26454
95,279,48.60076
96,286,98.202286
97,287,43.884167
98,288,196.1219
99,289,195.91391
100,293,66.10585
101,294,190.90546
102,297,
103,302,122.173775
104,303,89.59034
105,304,192.3889
106,307,132.4882
107,309,67.38786
108,311,187.85803
109,312,215.60385
110,314,198.63426
111,315,193.80855
112,319,194.09575
113,322,138.08315
114,323,
115,325,191.52905
116,327,210.72414
117,330,62.513237
118,332,177.33733
119,333,59.149323
120,338,151.77127
121,341,97.47101
122,345,216.23506
123,348,189.6888
124,349,73.10063
125,350,104.375435
126,352,
127,355,57.38362
128,356,
129,358,
130,363,166.49278
131,369,185.6973
132,371,79.468834
133,372,188.7138
134,375,207.58565
135,380,181.72647
136,388,56.4002
137,391,
138,392,198.48293
139,393,210.71263
140,394,91.96215
141,396,60.490276
142,401,74.9753
143,407,49.319374
144,409,52.129692
145,410,125.39698
146,416,143.34586
147,418,107.39753
148,420,169.79681
149,421,200.96964
150,422,185.85661
151,424,200.84044
152,428,207.43771
153,429,213.8597
154,431,197.17133
155,435,77.13236
156,439,92.88938
157,441,108.846
158,447,69.00771
159,449,189.95322
160,451,204.86768
161,452,80.96016
162,454,199.61972
163,458,218.35617
164,463,166.86711
165,467,86.36693
166,470,203.2863
167,471,145.18385
168,474,205.63509
169,478,89.358986
170,483,115.678696
171,484,166.26732
172,485,64.29701
173,486,159.52924
174,491,133.00488
175,494,117.20518
176,495,210.64557
177,497,198.96892
178,499,209.07555
179,515,143.81819
180,518,199.09737
181,521,85.762024
182,525,
183,529,196.81677
184,532,162.30476
185,534,64.10947
186,540,47.147606
187,544,196.17195
188,547,164.34024
189,549,66.526535
190,563,65.85242
191,564,192.42479
192,567,117.91252
193,572,161.04613
194,577,178.03302
195,578,201.33954
196,585,211.58553
197,588,199.12117
198,589,177.63568
199,590,125.64064
200,592,89.647194
201,594,205.3728
202,596,81.66715
203,598,215.39488
204,599,155.9933
205,605,92.82455
206,606,153.21501
207,607,211.32082
208,608,192.12376
209,609,
210,610,201.5197
211,611,110.53795
212,614,
213,615,191.54874
214,616,210.51508
215,617,157.56174
216,618,192.46016
217,624,120.63209
218,629,177.83846
219,631,81.01998
220,633,100.75723
221,637,82.320274
222,638,145.72316
223,643,
224,644,195.48904
225,645,65.9517
226,646,186.657
227,648,167.4622
228,650,73.90852
229,651,106.66468
230,652,225.1534
231,656,186.48952
232,657,93.8621
233,659,90.03269
234,660,184.08093
235,662,134.62665
236,665,210.78255
237,675,
238,681,178.36668
239,682,195.21162
240,685,47.261215
241,686,178.78401
242,689,75.75318
243,696,146.501
244,703,202.11476
245,704,132.58508
246,705,186.70993
247,714,185.12285
248,717,82.819084
249,718,90.288605
250,720,68.53792
251,721,209.11569
252,723,185.90785
253,726,107.01971
254,728,181.01213
255,730,103.563995
256,731,78.20818
257,734,196.4341
258,737,63.56885
259,738,61.426765
260,745,204.20892
261,746,82.72255
262,749,189.53441
263,752,74.86766
264,753,100.454994
265,758,180.8285
266,765,100.5271
267,766,205.70673
268,768,63.823036
269,769,176.39764
270,774,181.0124
271,775,114.511765
272,781,
273,784,209.39601
274,794,91.18215
275,795,212.9375
276,796,63.82534
277,802,212.88588
278,803,99.69889
279,805,72.2228
280,806,210.04216
281,807,129.13518
282,809,68.89751
283,810,197.42819
284,812,101.361015
285,814,118.303185
286,818,197.39749
287,819,199.81645
288,825,51.207447
289,836,121.54778
290,839,167.42574
291,847,205.41295
292,848,104.80633
293,851,180.97612
294,852,150.18892
295,853,110.6903
296,857,162.33936
297,858,87.384056
298,859,204.70752
299,861,64.340225
300,867,147.34473
301,870,203.85263
302,871,207.0594
303,872,206.41875
304,874,201.94568
305,881,187.98369
306,886,141.84055
307,890,
308,895,152.72865
309,899,64.45719
310,900,211.39925
311,901,203.97461
312,902,180.71144
313,903,79.43299
314,913,198.36299
315,918,210.13121
316,923,189.0634
317,924,72.215904
318,926,56.346962
319,927,65.62997
320,930,196.46695
321,934,60.99668
322,937,198.99426
323,939,167.95712
324,941,81.025665
325,942,214.21414
326,946,209.70192
327,950,132.8906
328,953,95.14015
329,959,123.036606
330,961,60.065018
331,962,98.974434
332,964,169.0828
333,969,197.73183
334,971,148.12987
335,976,74.634605
336,978,187.5132
337,980,215.83554
338,981,171.93532
339,990,211.04115
340,993,69.49054
341,996,73.47008
342,998,224.78441
343,999,176.03485
344,1006,137.93556
345,1008,95.56665
346,1013,70.45305
347,1015,123.93133
348,1016,170.00587
349,1022,217.30708
350,1026,204.70757
351,1028,212.14825
352,1031,106.70553
353,1034,
354,1037,196.93382
355,1040,
356,1042,70.9405
357,1046,95.57427
358,1048,126.20828
359,1049,145.65544
360,1050,
361,1051,195.84326
362,1052,201.55246
363,1055,108.79424
364,1060,155.63078
365,1064,86.15145
366,1066,84.468864
367,1071,160.57199
368,1073,84.32448
369,1089,190.67426
370,1091,142.5826
371,1092,59.465065
372,1093,199.27608
373,1096,212.27267
374,1097,203.28844
375,1098,54.78092
376,1099,89.171974
377,1102,205.08449
378,1107,98.21112
379,1109,90.06513
380,1111,118.628525
381,1112,126.342514
382,1114,211.4865
383,1116,214.35728
384,1117,171.70695
385,1118,97.34257
386,1122,
387,1124,163.89644
388,1127,113.637955
389,1133,210.87152
390,1134,71.00303
391,1135,189.99844
392,1139,218.6447
393,1143,
394,1150,104.381454
395,1151,115.360596
396,1153,212.4785
397,1155,67.24888
398,1162,58.897984
399,1163,194.11168
400,1166,70.86405
401,1171,56.512352
402,1172,72.19715
403,1173,202.36494
404,1174,100.87815
405,1177,97.86659
406,1178,192.73743
407,1184,109.0065
408,1185,133.30534
409,1186,112.31004
410,1187,193.69305
411,1188,205.90138
412,1191,159.24583
413,1207,125.46592
414,1213,68.56864
415,1215,166.65971
416,1223,204.14633
417,1227,124.53785
418,1236,
419,1237,
420,1238,82.20885
421,1241,72.62571
422,1248,65.31099
423,1250,73.84647
424,1251,179.09781
425,1253,110.642624
426,1255,130.29866
427,1257,210.79857
428,1261,116.76063
429,1262,212.1476
430,1265,166.62924
431,1273,204.37694
432,1277,217.50735
433,1278,152.57355
434,1280,108.95671
435,1284,179.00314
436,1285,228.45863
437,1288,89.67048
438,1295,121.75609
439,1297,233.90884
440,1299,193.98647
441,1304,202.48006
442,1308,68.52976
443,1310,133.6382
444,1311,155.93106
445,1314,82.44499
446,1315,134.46706
447,1318,85.34086
448,1320,216.90701
449,1321,209.13826
450,1322,197.75676
451,1330,163.79356
452,1333,187.86824
453,1334,184.97423
454,1341,184.33145
455,1344,179.71654
456,1351,194.25185
457,1354,145.31473
458,1356,
459,1363,128.26616
460,1365,212.09302
461,1369,160.42024
462,1373,118.707954
463,1375,139.0353
464,1377,59.180702
465,1379,191.87682
466,1380,217.2079
467,1381,122.50696
468,1384,163.3038
469,1390,192.10178
470,1393,190.34647
471,1395,
472,1399,202.31737
473,1400,108.462875
474,1401,97.85862
475,1404,170.72568
476,1408,80.59247
477,1409,88.38166
478,1413,198.75421
479,1416,206.59041
480,1418,124.662056
481,1423,93.66204
482,1424,62.953354
483,1425,78.62669
484,1433,193.30324
485,1434,150.95894
486,1436,206.79106
487,1442,211.96623
488,1444,54.225174
489,1445,200.94977
490,1452,191.0696
491,1455,189.2826
492,1462,
493,1467,95.00756
494,1472,73.52628
495,1475,95.313545
496,1493,154.3405
497,1501,197.77557
498,1503,204.84282
499,1504,206.41414
500,1505,64.344124
501,1511,187.15302
502,1512,
503,1513,160.8794
504,1514,83.00528
505,1528,198.44678
506,1533,215.37286
507,1534,51.8216
508,1536,201.5884
509,1537,56.79529
510,1539,192.90752
511,1550,212.94554
512,1552,186.85544
513,1554,207.06746
514,1555,204.81131
515,1556,132.53607
516,1559,77.62597
517,1563,197.78201
518,1566,195.60872
519,1567,201.59276
520,1568,76.14323
521,1571,198.52895
522,1572,58.878403
523,1574,
524,1577,82.63635
525,1583,152.91989
526,1585,70.5042
527,1586,207.86037
528,1587,182.53156
529,1596,161.6514
530,1602,88.24015
531,1604,104.207504
532,1605,74.51103
533,1610,219.2683
534,1611,140.16238
535,1616,100.51209
536,1617,149.34357
537,1618,82.17693
538,1622,41.231945
539,1623,60.288185
540,1628,215.37213
541,1631,71.00244
542,1632,175.00005
