연도,일시,측정소,PM2.5
4,01-03 00:00,공주,0.14100866
4,01-03 01:00,공주,0.14100866
4,01-03 02:00,공주,0.14100866
4,01-03 03:00,공주,0.14100866
4,01-03 04:00,공주,0.14100866
4,01-03 05:00,공주,0.14100866
4,01-03 06:00,공주,0.14100866
4,01-03 07:00,공주,0.14560209
4,01-03 08:00,공주,0.14560209
4,01-03 09:00,공주,0.14560209
4,01-03 10:00,공주,0.14560209
4,01-03 11:00,공주,0.13887444
4,01-03 12:00,공주,0.13347393
4,01-03 13:00,공주,0.13347393
4,01-03 14:00,공주,0.13347393
4,01-03 15:00,공주,0.13347393
4,01-03 16:00,공주,0.13347393
4,01-03 17:00,공주,0.13347393
4,01-03 18:00,공주,0.1347511
4,01-03 19:00,공주,0.13657206
4,01-03 20:00,공주,0.13657206
4,01-03 21:00,공주,0.13657206
4,01-03 22:00,공주,0.13657206
4,01-03 23:00,공주,0.13657206
4,01-04 00:00,공주,0.14100866
4,01-04 01:00,공주,0.14100866
4,01-04 02:00,공주,0.14100866
4,01-04 03:00,공주,0.14100866
4,01-04 04:00,공주,0.14100866
4,01-04 05:00,공주,0.14100866
4,01-04 06:00,공주,0.14100866
4,01-04 07:00,공주,0.14560209
4,01-04 08:00,공주,0.14560209
4,01-04 09:00,공주,0.14560209
4,01-04 10:00,공주,0.14560209
4,01-04 11:00,공주,0.1364995
4,01-04 12:00,공주,0.12227454
4,01-04 13:00,공주,0.12227454
4,01-04 14:00,공주,0.12227454
4,01-04 15:00,공주,0.12227454
4,01-04 16:00,공주,0.12227454
4,01-04 17:00,공주,0.12227454
4,01-04 18:00,공주,0.123189405
4,01-04 19:00,공주,0.1257136
4,01-04 20:00,공주,0.1257136
4,01-04 21:00,공주,0.1257136
4,01-04 22:00,공주,0.1257136
4,01-04 23:00,공주,0.1257136
4,01-05 00:00,공주,0.11583345
4,01-05 01:00,공주,0.11583345
4,01-05 02:00,공주,0.11583345
4,01-05 03:00,공주,0.11583345
4,01-05 04:00,공주,0.11583345
4,01-05 05:00,공주,0.11583345
4,01-05 06:00,공주,0.11583345
4,01-05 07:00,공주,0.12042688
4,01-05 08:00,공주,0.12042688
4,01-05 09:00,공주,0.12042688
4,01-05 10:00,공주,0.12042688
4,01-05 11:00,공주,0.111324266
4,01-05 12:00,공주,0.09709929
4,01-05 13:00,공주,0.09709929
4,01-05 14:00,공주,0.09709929
4,01-05 15:00,공주,0.09709929
4,01-05 16:00,공주,0.09709929
4,01-05 17:00,공주,0.09709929
4,01-05 18:00,공주,0.09801417
4,01-05 19:00,공주,0.10053838
4,01-05 20:00,공주,0.10053838
4,01-05 21:00,공주,0.10053838
4,01-05 22:00,공주,0.10053838
4,01-05 23:00,공주,0.10053838
4,01-08 00:00,공주,0.084616706
4,01-08 01:00,공주,0.084616706
4,01-08 02:00,공주,0.084616706
4,01-08 03:00,공주,0.084616706
4,01-08 04:00,공주,0.084616706
4,01-08 05:00,공주,0.084616706
4,01-08 06:00,공주,0.084616706
4,01-08 07:00,공주,0.08921014
4,01-08 08:00,공주,0.08921014
4,01-08 09:00,공주,0.08921014
4,01-08 10:00,공주,0.08921014
4,01-08 11:00,공주,0.08010754
4,01-08 12:00,공주,0.081238136
4,01-08 13:00,공주,0.081238136
4,01-08 14:00,공주,0.081238136
4,01-08 15:00,공주,0.081238136
4,01-08 16:00,공주,0.081238136
4,01-08 17:00,공주,0.081238136
4,01-08 18:00,공주,0.082153015
4,01-08 19:00,공주,0.08467723
4,01-08 20:00,공주,0.08467723
4,01-08 21:00,공주,0.08467723
4,01-08 22:00,공주,0.08467723
4,01-08 23:00,공주,0.08467723
4,01-09 00:00,공주,0.084616706
4,01-09 01:00,공주,0.084616706
4,01-09 02:00,공주,0.084616706
4,01-09 03:00,공주,0.084616706
4,01-09 04:00,공주,0.084616706
4,01-09 05:00,공주,0.084616706
4,01-09 06:00,공주,0.084616706
4,01-09 07:00,공주,0.08921014
4,01-09 08:00,공주,0.08921014
4,01-09 09:00,공주,0.08921014
4,01-09 10:00,공주,0.08921014
4,01-09 11:00,공주,0.08010754
4,01-09 12:00,공주,0.081238136
