Id,SalePrice
1461,151952.31
1462,235579.53
1463,193396.25
1464,170009.84
1465,183246.31
1466,186609.16
1467,180944.12
1468,151676.8
1469,170863.94
1470,140418.67
1471,209371.06
1472,102465.555
1473,109316.22
1474,154714.81
1475,106044.53
1476,346419.16
1477,219789.81
1478,231879.22
1479,290672.44
1480,554559.0
1481,374054.1
1482,166863.83
1483,145935.03
1484,155423.42
1485,135693.0
1486,184283.97
1487,322863.72
1488,235152.75
1489,179493.78
1490,224832.14
1491,202013.78
1492,120135.45
1493,179381.02
1494,257093.67
1495,301247.34
1496,225324.14
1497,155089.19
1498,142538.53
1499,137412.9
1500,144486.39
1501,180944.12
1502,180944.12
1503,261935.36
1504,206354.03
1505,245333.86
1506,180944.12
1507,293206.53
1508,180944.12
1509,167990.19
1510,165902.72
1511,140355.81
1512,209253.6
1513,180944.12
1514,180944.12
1515,210096.52
1516,172825.97
1517,142872.36
1518,193098.31
1519,233396.64
1520,180944.12
1521,140117.1
1522,180863.75
1523,127756.33
1524,125798.05
1525,119919.58
1526,116724.664
1527,115230.06
1528,145045.19
1529,149019.56
1530,201429.92
1531,159974.61
1532,180944.12
1533,171067.97
1534,119418.055
1535,154232.38
1536,180944.12
1537,119201.7
1538,149307.4
1539,190387.58
1540,180944.12
1541,165831.03
1542,165524.78
1543,180944.12
1544,95083.84
1545,110550.54
1546,129358.16
1547,153829.19
1548,134186.17
1549,132402.34
1550,161613.31
1551,125366.32
1552,151147.08
1553,180944.12
1554,106719.5
1555,192708.56
1556,107868.875
1557,180944.12
1558,99894.04
1559,180944.12
1560,144853.52
1561,180944.12
1562,124049.266
1563,126117.67
1564,180944.12
1565,163821.4
1566,180944.12
1567,105331.31
1568,180944.12
1569,141744.22
1570,129330.375
1571,123846.56
1572,149592.53
1573,132635.9
1574,180944.12
1575,246397.66
1576,284032.9
1577,166793.64
1578,140342.28
1579,140912.58
1580,180944.12
1581,144981.22
1582,119139.64
1583,346972.72
1584,210988.86
1585,180944.12
1586,66304.06
1587,103594.53
1588,147140.27
1589,137058.0
1590,126228.93
1591,180944.12
1592,141109.72
1593,180944.12
1594,180944.12
1595,180944.12
1596,208757.44
1597,216039.45
1598,179947.95
1599,168896.98
1600,165645.08
1601,81444.45
1602,146767.53
1603,94657.69
1604,262438.28
1605,261266.12
1606,164195.66
1607,180944.12
1608,189975.56
1609,152545.69
1610,138324.94
1611,144204.98
1612,179168.64
1613,180944.12
1614,127779.41
1615,180944.12
1616,180944.12
1617,90952.195
1618,112762.19
1619,137318.83
1620,194320.36
1621,147894.62
1622,144903.31
1623,203918.38
1624,289268.78
1625,128309.98
1626,185736.16
1627,168572.36
1628,180944.12
1629,145498.12
1630,266656.44
1631,193204.69
1632,233725.53
1633,140663.23
1634,177633.56
1635,180944.12
1636,137952.06
1637,256656.11
1638,180944.12
1639,201520.98
1640,180944.12
1641,157527.78
1642,196696.16
1643,180944.12
1644,180944.12
1645,180944.12
1646,147904.55
1647,159840.5
1648,180944.12
1649,180944.12
1650,133363.16
1651,129009.59
1652,102114.39
1653,108871.7
1654,146111.47
1655,143592.28
1656,147975.23
1657,146506.53
1658,145625.5
1659,108886.914
1660,180944.12
1661,466439.7
1662,402637.03
1663,371201.94
1664,487961.6
1665,250371.22
1666,378419.53
1667,229433.06
1668,291859.22
1669,237250.94
1670,323622.3
1671,296326.12
1672,531767.4
1673,292358.4
1674,246349.66
1675,194760.25
1676,211707.22
1677,164240.86
1678,566882.0
1679,424357.28
1680,255543.08
1681,195809.69
1682,325439.53
1683,192769.16
1684,150096.38
1685,151064.33
1686,155772.11
1687,133152.06
1688,180389.22
1689,181270.69
1690,180944.12
1691,180944.12
1692,180944.12
1693,134965.28
1694,166949.69
1695,130010.484
1696,180944.12
1697,130643.625
1698,365720.38
1699,180944.12
1700,206626.78
1701,180944.12
1702,240704.6
1703,229975.81
1704,289852.8
1705,203668.38
1706,435952.84
1707,180944.12
1708,201671.62
1709,252820.83
1710,206568.97
1711,229153.97
1712,252626.84
1713,296990.84
1714,225277.36
1715,194648.47
1716,174249.0
1717,145165.62
1718,180944.12
1719,213421.47
1720,197588.25
1721,170652.83
1722,180944.12
1723,161089.3
1724,211672.36
1725,248162.6
1726,190133.38
1727,157000.84
1728,167935.28
1729,180944.12
1730,150887.23
1731,128836.234
1732,180944.12
1733,180944.12
1734,180944.12
1735,180944.12
1736,114876.734
1737,180944.12
1738,180944.12
1739,216643.64
1740,180944.12
1741,180944.12
1742,168423.38
1743,153567.12
1744,180944.12
1745,208296.12
1746,174928.36
1747,180944.12
1748,275889.16
1749,170090.97
1750,137470.28
1751,180944.12
1752,113943.29
1753,194900.67
1754,230763.84
1755,180944.12
1756,128520.516
1757,111843.49
1758,180944.12
1759,180944.12
1760,180997.4
1761,168245.42
1762,180944.12
1763,148033.11
1764,126757.45
1765,194707.0
1766,206704.53
1767,265985.5
1768,142830.38
1769,180944.12
1770,135539.97
1771,137440.72
1772,165224.8
1773,148342.7
1774,217395.56
1775,128946.22
1776,143919.52
1777,109989.75
1778,130645.31
1779,125250.0
1780,159424.6
1781,140300.56
1782,98556.82
1783,150514.5
1784,101231.78
1785,126380.07
1786,161198.44
1787,145698.9
1788,180944.12
1789,115333.36
1790,97933.16
1791,282098.53
1792,161149.34
1793,139616.1
1794,124265.15
1795,141184.9
1796,111084.51
1797,164966.94
1798,113360.805
1799,107693.89
1800,119619.44
1801,171509.0
1802,145562.45
1803,170314.38
1804,140870.98
1805,131337.06
1806,126321.69
1807,160652.88
1808,119601.33
1809,180944.12
1810,146060.22
1811,180944.12
1812,180944.12
1813,137357.03
1814,95749.59
1815,62098.453
1816,91441.98
1817,145737.5
1818,182154.3
1819,128200.99
1820,180944.12
1821,113009.984
1822,143907.98
1823,180944.12
1824,180944.12
1825,129745.95
1826,120563.23
1827,105131.766
1828,144896.19
1829,158328.73
1830,164490.77
1831,153376.84
1832,180944.12
1833,127997.55
1834,180944.12
1835,180944.12
1836,151683.8
1837,180944.12
1838,118386.11
1839,81066.734
1840,180944.12
1841,180944.12
1842,111343.7
1843,173346.34
1844,180944.12
1845,176618.67
1846,153065.17
1847,180944.12
1848,180944.12
1849,180944.12
1850,128733.95
1851,153634.88
1852,131284.97
1853,141362.67
1854,147493.4
1855,112675.97
1856,172299.94
1857,182704.97
1858,135662.12
1859,117231.16
1860,176182.12
1861,116153.266
1862,180944.12
1863,180944.12
1864,180944.12
1865,299130.44
1866,298433.47
1867,227562.25
1868,317885.97
1869,221336.03
1870,195886.47
1871,216132.08
1872,147222.86
1873,180944.12
1874,144343.08
1875,200519.36
1876,189790.3
1877,207277.17
1878,193444.31
1879,180944.12
1880,126513.37
1881,331440.75
1882,180944.12
1883,180944.12
1884,180944.12
1885,212179.06
1886,180944.12
1887,203559.75
1888,275820.84
1889,147537.62
1890,166945.86
1891,124978.47
1892,111767.23
1893,135692.25
1894,180944.12
1895,142411.1
1896,136036.67
1897,135459.53
1898,115072.734
1899,120789.14
1900,131084.47
1901,172763.66
1902,163130.81
1903,180944.12
1904,141865.19
1905,200585.1
1906,153012.11
1907,167077.55
1908,101571.92
1909,113412.33
1910,110630.19
1911,180944.12
1912,180944.12
1913,163007.19
1914,72305.06
1915,248182.61
1916,92140.086
1917,241272.62
1918,135348.58
1919,151527.6
1920,194000.55
1921,424288.06
1922,310807.9
1923,180944.12
1924,193176.52
1925,198653.44
1926,391626.34
1927,144247.16
1928,163196.55
1929,115629.78
1930,113514.516
1931,137236.44
1932,143308.0
1933,190499.72
1934,178758.28
1935,159405.44
1936,175523.25
1937,180944.12
1938,171754.4
1939,225804.31
1940,171186.64
1941,183804.4
1942,180944.12
1943,148230.55
1944,296555.22
1945,352234.72
1946,180944.12
1947,241778.64
1948,180944.12
1949,245421.11
1950,180944.12
1951,318835.47
1952,195629.47
1953,165172.7
1954,184576.36
1955,141843.81
1956,180944.12
1957,170322.78
1958,180944.12
1959,188387.6
1960,121247.984
1961,123401.71
1962,98623.234
1963,110514.85
1964,114348.41
1965,145190.6
1966,141636.38
1967,283563.9
1968,400000.16
1969,383056.47
1970,449363.47
1971,503356.72
1972,378444.78
1973,220922.25
1974,299670.25
1975,517690.34
1976,242636.44
1977,446564.28
1978,412440.62
1979,243273.72
1980,165347.56
1981,264531.9
1982,192112.75
1983,166437.11
1984,143151.02
1985,180944.12
1986,180944.12
1987,167767.62
1988,158758.03
1989,180944.12
1990,180944.12
1991,190938.53
1992,194322.19
1993,180944.12
1994,243233.22
1995,186255.03
1996,237097.1
1997,180944.12
1998,377787.28
1999,238160.31
2000,180944.12
2001,256504.62
2002,232709.72
2003,238121.28
2004,265982.1
2005,180944.12
2006,194762.31
2007,232451.92
2008,198728.31
2009,185814.34
2010,186400.72
2011,180944.12
2012,141635.31
2013,186000.28
2014,178295.97
2015,154820.06
2016,196584.53
2017,181524.64
2018,129637.78
2019,129785.47
2020,113766.16
2021,99452.91
2022,175917.98
2023,173117.06
2024,180944.12
2025,323713.6
2026,166590.0
2027,138810.05
2028,143979.77
2029,161396.56
2030,180944.12
2031,180944.12
2032,215139.5
2033,242944.16
2034,145804.58
2035,190907.22
2036,188455.97
2037,190115.25
2038,195391.69
2039,166911.06
2040,180944.12
2041,163034.38
2042,180944.12
2043,180944.12
2044,224047.22
2045,180944.12
2046,172384.6
2047,159719.89
2048,141889.88
