Id,SalePrice
1461,128302.82
1462,83964.91
1463,184055.08
1464,158157.25
1465,197751.38
1466,170030.73
1467,175111.94
1468,151168.5
1469,161924.47
1470,128749.39
1471,208101.78
1472,104618.945
1473,114313.34
1474,131897.47
1475,105123.99
1476,325875.9
1477,237925.77
1478,231465.06
1479,242833.4
1480,522517.34
1481,349739.12
1482,172793.47
1483,151331.11
1484,162791.97
1485,156064.6
1486,170820.92
1487,322496.66
1488,229392.84
1489,165025.58
1490,255081.4
1491,177409.84
1492,119280.37
1493,188090.16
1494,272376.94
1495,283709.56
1496,220192.5
1497,149955.05
1498,139715.89
1499,141190.94
1500,141515.34
1501,175111.94
1502,175111.94
1503,289271.84
1504,185500.33
1505,235708.23
1506,175111.94
1507,298636.1
1508,175111.94
1509,160548.38
1510,171910.78
1511,147497.73
1512,214156.12
1513,175111.94
1514,175111.94
1515,193113.75
1516,135217.47
1517,139272.06
1518,190674.17
1519,197770.81
1520,175111.94
1521,148176.56
1522,167724.7
1523,122789.266
1524,122686.89
1525,131112.6
1526,140010.9
1527,113368.78
1528,131972.69
1529,142311.28
1530,175349.81
1531,144108.0
1532,175111.94
1533,180126.03
1534,116663.19
1535,151519.53
1536,175111.94
1537,109417.766
1538,128988.03
1539,199267.1
1540,175111.94
1541,159232.0
1542,151691.62
1543,175111.94
1544,100004.19
1545,111708.734
1546,120876.74
1547,139567.83
1548,129574.26
1549,125967.65
1550,145857.77
1551,130475.94
1552,140666.9
1553,175111.94
1554,103523.516
1555,169548.44
1556,108428.83
1557,175111.94
1558,107712.93
1559,175111.94
1560,162407.03
1561,175111.94
1562,119230.96
1563,122606.07
1564,175111.94
1565,137784.06
1566,175111.94
1567,100905.766
1568,175111.94
1569,183753.0
1570,125540.234
1571,125615.0
1572,146397.72
1573,184046.62
1574,175111.94
1575,262962.7
1576,234053.8
1577,163503.73
1578,142752.61
1579,130917.65
1580,175111.94
1581,146685.84
1582,115333.055
1583,332636.56
1584,204259.81
1585,175111.94
1586,83285.81
1587,106777.58
1588,157878.86
1589,131480.61
1590,123938.4
1591,175111.94
1592,124260.61
1593,175111.94
1594,175111.94
1595,175111.94
1596,206977.27
1597,241711.66
1598,180768.62
1599,153416.88
1600,172624.12
1601,94976.03
1602,133045.22
1603,110876.11
1604,249757.44
1605,233044.94
1606,149200.03
1607,175111.94
1608,201643.28
1609,147983.48
1610,138644.69
1611,153628.77
1612,161615.0
1613,175111.94
1614,122418.89
1615,175111.94
1616,175111.94
1617,101799.33
1618,111919.12
1619,139283.1
1620,173259.03
1621,158979.84
1622,138643.19
1623,192506.95
1624,206904.5
1625,125626.58
1626,175892.94
1627,164356.16
1628,175111.94
1629,158038.12
1630,326878.03
1631,187152.56
1632,216778.12
1633,125690.125
1634,168129.64
1635,175111.94
1636,132712.92
1637,237728.62
1638,175111.94
1639,172649.55
1640,175111.94
1641,168932.03
1642,183011.72
1643,175111.94
1644,175111.94
1645,175111.94
1646,143236.52
1647,142371.78
1648,175111.94
1649,175111.94
1650,122184.86
1651,116935.875
1652,108531.08
1653,121149.19
1654,131478.55
1655,137103.16
1656,130751.84
1657,131571.36
1658,129430.266
1659,112542.0
1660,175111.94
