Id,SalePrice
1461,129797.875
1462,270482.25
1463,198768.95
1464,154878.36
1465,188189.47
1466,194143.53
1467,180583.55
1468,160443.12
1469,181856.84
1470,145251.33
1471,204868.06
1472,123626.59
1473,98128.95
1474,132044.47
1475,102157.17
1476,308655.25
1477,222162.38
1478,262404.75
1479,297753.06
1480,629937.5
1481,337062.06
1482,191038.1
1483,168668.47
1484,165582.78
1485,164954.69
1486,171944.48
1487,540385.6
1488,245349.4
1489,175310.06
1490,242181.45
1491,190288.5
1492,113006.97
1493,199887.38
1494,181607.7
1495,310102.78
1496,222669.31
1497,174235.25
1498,142090.39
1499,152131.22
1500,146587.81
1501,180583.55
1502,180583.55
1503,297083.62
1504,189883.31
1505,227053.97
1506,180583.55
1507,300834.03
1508,180583.55
1509,166888.73
1510,166173.31
1511,144650.55
1512,205468.61
1513,180583.55
1514,180583.55
1515,192740.11
1516,203230.19
1517,168738.31
1518,169012.92
1519,215347.69
1520,180583.55
1521,144698.97
1522,162833.61
1523,124000.42
1524,124303.22
1525,128432.1
1526,102576.625
1527,110852.72
1528,149727.1
1529,141383.03
1530,257752.28
1531,138517.12
1532,180583.55
1533,203960.73
1534,121641.82
1535,166020.75
1536,180583.55
1537,105616.47
1538,140271.47
1539,189220.8
1540,180583.55
1541,159210.62
1542,159932.9
1543,180583.55
1544,89622.96
1545,111673.18
1546,128897.43
1547,138531.28
1548,129346.125
1549,118335.055
1550,149606.75
1551,121320.19
1552,149619.6
1553,180583.55
1554,101065.84
1555,202887.73
1556,123727.11
1557,180583.55
1558,96890.875
1559,180583.55
1560,153137.1
1561,180583.55
1562,126397.76
1563,128198.53
1564,180583.55
1565,157062.1
1566,180583.55
1567,97390.4
1568,180583.55
1569,111931.26
1570,132801.84
1571,102225.42
1572,151218.81
1573,210292.22
1574,180583.55
1575,247547.78
1576,238742.7
1577,170906.92
1578,156920.52
1579,132097.28
1580,180583.55
1581,125717.78
1582,124587.67
1583,353381.34
1584,179644.34
1585,180583.55
1586,56876.75
1587,108574.06
1588,149407.08
1589,118631.09
1590,126822.875
1591,180583.55
1592,125768.695
1593,180583.55
1594,180583.55
1595,180583.55
1596,174514.38
1597,217637.53
1598,182689.62
1599,162292.61
1600,168141.3
1601,78553.69
1602,137711.38
1603,106951.99
1604,264855.9
1605,254963.97
1606,156705.72
1607,180583.55
1608,184710.33
1609,159940.89
1610,143502.75
1611,150639.55
1612,166364.58
1613,180583.55
1614,133897.67
1615,180583.55
1616,180583.55
1617,94606.22
1618,120183.64
1619,143156.47
1620,214276.36
1621,155068.75
1622,140446.11
1623,214193.7
1624,249045.19
1625,142435.94
1626,172217.58
1627,178045.34
1628,180583.55
1629,139096.44
1630,343216.72
1631,180543.97
1632,213231.61
1633,123471.2
1634,175532.89
1635,180583.55
1636,144444.03
1637,247879.03
1638,180583.55
1639,200070.22
1640,180583.55
1641,164885.61
1642,201155.88
1643,180583.55
1644,180583.55
1645,180583.55
1646,149599.19
1647,153183.47
1648,180583.55
1649,180583.55
1650,134786.62
1651,143122.3
1652,95384.766
1653,96463.57
1654,117983.92
1655,193089.66
1656,155033.55
1657,118920.17
1658,119572.59
1659,113077.97
1660,180583.55
1661,467419.47
1662,396339.34
1663,383610.72
1664,581315.75
1665,273366.28
