Id,SalePrice
1461,140578.42
1462,34050.844
1463,195968.1
1464,166617.27
1465,195097.4
1466,163728.27
1467,179148.28
1468,152587.03
1469,166788.97
1470,133214.5
1471,214397.7
1472,94069.44
1473,108505.55
1474,139182.05
1475,82997.68
1476,329450.75
1477,227804.84
1478,261104.25
1479,262409.06
1480,528865.6
1481,352503.03
1482,181430.28
1483,144479.53
1484,154090.94
1485,168447.4
1486,167869.02
1487,383439.72
1488,247487.03
1489,170965.16
1490,235978.34
1491,171653.14
1492,111121.55
1493,187223.08
1494,312941.28
1495,303875.28
1496,209514.44
1497,179430.33
1498,156181.78
1499,156954.52
1500,151937.61
1501,179148.28
1502,179148.28
1503,271595.03
1504,216317.84
1505,250116.31
1506,179148.28
1507,288533.84
1508,179148.28
1509,163723.9
1510,173848.53
1511,143010.16
1512,213770.84
1513,179148.28
1514,179148.28
1515,221401.05
1516,175436.47
1517,151632.97
1518,192957.38
1519,197469.17
1520,179148.28
1521,145356.48
1522,173466.28
1523,130766.74
1524,121908.18
1525,118286.016
1526,111748.46
1527,110239.52
1528,147340.95
1529,143711.38
1530,161988.2
1531,155089.22
1532,179148.28
1533,166697.2
1534,123448.805
1535,173089.27
1536,179148.28
1537,111352.945
1538,143565.06
1539,184920.78
1540,179148.28
1541,153066.17
1542,181674.38
1543,179148.28
1544,99574.12
1545,119574.414
1546,124889.7
1547,148255.11
1548,145825.1
1549,131159.78
1550,172609.89
1551,123969.414
1552,159850.78
1553,179148.28
1554,105263.67
1555,209593.34
1556,115896.41
1557,179148.28
1558,109601.97
1559,179148.28
1560,192695.97
1561,179148.28
1562,122167.945
1563,124028.21
1564,179148.28
1565,185438.19
1566,179148.28
1567,104192.664
1568,179148.28
1569,104267.26
1570,124852.63
1571,114862.305
1572,143827.05
1573,259262.58
1574,179148.28
1575,273459.75
1576,281000.97
1577,159007.19
1578,165279.11
1579,134992.1
1580,179148.28
1581,170291.69
1582,117419.96
1583,352183.28
1584,217220.69
