Id,SalePrice
1461,144577.53
1462,316991.25
1463,192571.11
1464,184292.23
1465,179116.44
1466,176483.66
1467,180230.52
1468,159421.12
1469,147011.4
1470,139611.77
1471,214717.69
1472,94403.34
1473,108867.11
1474,149028.34
1475,94950.7
1476,353071.1
1477,233268.1
1478,255266.92
1479,278981.28
1480,487957.78
1481,344116.16
1482,185718.83
1483,145654.75
1484,176162.62
1485,159444.98
1486,183072.1
1487,353507.16
1488,230718.84
1489,189245.22
1490,229482.19
1491,180062.98
1492,106646.59
1493,183278.27
1494,270624.25
1495,309984.22
1496,238377.03
1497,168304.78
1498,152053.0
1499,157344.12
1500,154964.27
1501,180230.52
1502,180230.52
1503,278112.28
1504,189077.78
1505,250932.34
1506,180230.52
1507,295048.03
1508,180230.52
1509,164303.39
1510,174924.62
1511,146085.25
1512,188506.69
1513,180230.52
1514,180230.52
1515,185255.92
1516,165084.77
1517,143953.97
1518,162301.66
1519,244786.83
1520,180230.52
1521,149190.25
1522,152813.95
1523,135296.05
1524,110832.59
1525,111149.24
1526,99371.23
1527,109454.03
1528,139474.28
1529,146077.95
1530,186118.67
1531,160054.45
1532,180230.52
1533,178760.95
1534,113764.31
1535,161659.81
1536,180230.52
1537,110142.05
1538,137419.14
1539,193632.88
1540,180230.52
1541,155073.97
1542,158007.58
1543,180230.52
1544,87204.25
1545,122933.73
1546,124532.11
1547,153301.1
1548,137608.28
1549,122620.39
1550,146772.81
1551,131977.55
1552,151334.05
1553,180230.52
1554,103693.57
1555,190771.72
1556,111439.89
1557,180230.52
1558,107435.39
1559,180230.52
1560,159287.44
1561,180230.52
1562,121309.93
1563,132816.38
1564,180230.52
1565,163396.8
1566,180230.52
1567,88590.66
1568,180230.52
1569,186548.56
1570,123163.266
1571,100761.89
1572,146464.52
1573,236896.28
1574,180230.52
1575,251713.67
1576,262250.66
1577,160337.03
1578,163988.47
1579,135458.94
1580,180230.52
1581,162371.28
1582,128868.26
1583,363308.25
1584,184282.6
1585,180230.52
1586,80025.0
1587,89588.766
1588,146011.84
1589,143895.22
1590,119364.625
1591,180230.52
1592,138546.5
1593,180230.52
1594,180230.52
1595,180230.52
1596,183788.73
1597,198087.94
1598,183362.53
1599,146591.84
1600,182748.19
1601,86478.45
1602,141538.38
1603,89164.97
1604,259438.56
1605,259387.81
1606,142125.72
1607,180230.52
1608,202895.98
1609,172104.25
1610,137187.56
1611,159498.72
1612,164424.69
1613,180230.52
1614,144935.97
1615,180230.52
1616,180230.52
1617,109601.9
1618,124594.33
1619,148034.17
1620,215091.73
1621,151133.06
1622,144534.94
1623,196112.42
1624,237969.31
1625,134105.72
1626,161969.03
1627,190429.44
1628,180230.52
1629,141026.3
1630,332882.97
1631,196695.12
1632,231516.56
1633,134102.2
1634,172134.34
1635,180230.52
1636,146146.23
1637,265871.8
1638,180230.52
1639,172321.2
1640,180230.52
1641,161808.72
1642,187153.36
1643,180230.52
1644,180230.52
1645,180230.52
1646,157875.4
1647,155340.88
1648,180230.52
1649,180230.52
1650,126032.016
1651,125592.02
1652,96896.625
1653,103223.34
1654,137143.55
1655,159031.72
1656,150886.72
1657,138247.05
1658,133932.12
1659,123702.09
1660,180230.52
